GeneID,SRX3270441,SRX3270442,SRX3270443,SRR7947406,SRR7947407,SRR7947408
MMRN2,45,15,61,58,19,11
MZT2A,62,35,37,1888,2022,1434
TNKS,4732,2609,4700,2699,3097,2471
ZNF449,314,197,345,215,179,123
ZBTB21,839,391,663,881,1470,1233
PPP1R3B,138,48,77,145,302,112
OR10K1,0,0,0,0,0,0
FAM86B3P,121,53,87,158,109,49
GPR148,0,0,0,0,0,1
STOX2,3346,1628,2361,1606,1920,1639
MAP3K11,91,52,91,1120,992,1259
TRIB1,2298,1348,2220,301,322,610
CST9,0,0,0,0,0,0
KCNK7,0,0,0,9,8,11
SFT2D3,640,263,412,435,361,304
AC007967.1,0,0,0,0,0,0
AC097637.1,0,0,0,1,1,0
C1QB,3,1,5,996,6,0
C1QA,5,2,4,903,17,0
NDNF,78,28,56,1001,1539,453
IQCF1,0,0,0,0,0,0
OLR1,12,10,7,0,0,0
GLIPR1L1,0,2,1,0,0,0
DAG1,1300,694,1320,2992,3131,3127
INSM1,931,538,1081,9232,12941,11316
DAB1,480,307,539,253,479,198
ARV1,406,218,324,433,500,411
NAA20,640,318,583,982,634,584
CCDC36,52,20,10,1,3,0
RNASE8,0,0,0,0,0,0
SAA1,0,0,0,0,0,0
MINOS1,563,259,551,518,253,287
EHBP1L1,127,109,156,1271,1541,1416
THAP2,763,327,716,161,127,46
TMEM196,184,144,276,0,0,0
RNF26,573,233,441,1793,2417,1421
PPP1R14B,500,264,625,1877,1802,2293
RNASE11,0,0,0,0,0,0
SSSCA1,32,12,27,185,170,122
AGR3,0,0,0,0,0,0
SMARCC1,10024,5175,7352,7502,9117,8634
ZNF417,730,349,607,500,691,574
PTPRM,895,495,1205,542,183,59
FKBP2,80,47,129,720,766,679
VEGFB,274,110,243,2039,2041,1686
PEAK1,2496,1069,1725,945,1209,1040
TNFRSF10D,98,56,72,78,9,4
MST1,89,63,142,616,384,477
TNFRSF10C,5,1,4,96,138,82
GMPPB,177,88,180,1087,1027,1100
MOB1B,2511,1366,2220,939,1067,948
ZNF622,322,172,373,879,509,616
CSPG4,31,12,29,418,1663,1401
SNX33,562,243,442,427,381,447
C2orf70,0,0,1,32,2,1
NABP1,127,99,155,117,113,73
ADGRF3,5,4,13,32,16,39
NLRP13,0,0,0,0,0,0
CHD2,5015,2703,4634,4442,3058,2651
XCR1,0,0,0,0,0,0
CCDC106,28,17,32,753,622,628
CCR9,0,0,0,0,0,0
CEP83,1040,451,688,353,245,175
SULT1B1,0,0,0,3,0,0
NUDT4,3593,1347,2023,1333,1620,1165
PC,69,35,98,442,221,233
UGT2A1,0,0,0,0,0,0
SCAI,1403,859,1400,675,1186,726
GPRC6A,0,0,0,0,0,0
NMNAT1,355,155,283,123,174,82
LRFN4,5,10,19,1336,1560,1396
TRAPPC3L,4,3,9,0,0,0
APOBEC4,0,0,0,0,0,0
SLC19A1,101,49,103,1083,778,981
HSPB7,0,0,1,222,25,2
RCE1,146,69,159,1064,742,662
UQCRH,2254,1182,2398,6599,5322,4830
TAS1R1,1,0,0,3,0,0
HES3,0,0,0,5,2,11
EIF1AX,5082,2932,4196,5321,3988,3889
SPDYE2B,0,0,0,0,0,0
OR1L1,0,0,0,0,0,1
BCLAF3,1067,570,847,434,474,433
PSMD1,2960,1563,2628,2786,3018,3118
ADGRG2,12,8,14,596,507,173
SPATA3,0,0,0,0,0,0
MUC13,0,0,0,1,0,2
SUSD5,80,36,67,77,41,45
HEG1,507,143,198,7119,11066,7130
WFIKKN2,22,3,26,11,11,26
C11orf80,550,379,653,1025,903,638
TOMM20,6382,4102,6324,8449,7599,6295
AP000769.1,97,25,56,35,33,23
C1orf100,0,0,0,0,0,0
AGFG1,3407,2008,3361,1939,2625,1730
STAT5B,1996,937,1480,2789,2545,2362
CD7,1,0,2,10,5,2
TOPAZ1,0,0,0,0,0,0
CNP,636,319,674,4334,3932,3875
JUP,654,414,907,1238,936,1352
HAP1,96,40,50,588,266,156
TDRD12,28,7,7,1,10,3
PPIAP7,0,0,0,0,0,0
CCDC13-AS1,0,0,0,0,0,0
EIF1,8593,5317,9120,7325,7247,5374
ENDOV,390,182,383,1032,659,442
RNF213,1116,422,1280,1752,3040,2190
TIGD3,21,16,48,452,316,526
KCNH6,21,9,35,1694,3279,2024
43900,11,6,1,42,30,7
PLK3,146,114,162,505,436,695
NET1,952,525,769,1465,1953,801
DPY19L1,2485,858,1319,2958,3641,3262
AC008080.1,1,0,2,0,0,0
AC013489.1,1,3,2,3,6,2
PHOSPHO1,0,0,0,32,21,28
ZNF791,951,455,750,880,808,881
PHC3,2078,1136,1708,1159,1438,831
GPR160,12,0,9,91,123,29
CBX2,1199,567,1011,2277,2231,4017
SPTBN2,825,565,1087,6185,5827,6934
GOLIM4,2870,1237,2065,1275,1203,1530
KRT28,0,0,0,0,0,0
RBM4B,1954,956,1721,2306,1268,1201
ATP5MD,970,554,1072,1090,994,871
HOXB2,0,1,1,13,3,0
C1QTNF1,6,2,8,611,665,252
43893,621,427,607,122,237,146
SWSAP1,13,3,11,38,28,37
SLCO4C1,41,28,36,4,0,0
RBM4,405,250,504,636,559,578
PIFO,27,8,6,102,34,8
XXYLT1,564,214,389,889,930,882
SNURFL,0,0,0,0,0,0
UBXN2A,1033,448,901,594,1090,1202
AC095040.1,0,0,0,0,0,0
RAX2,1,0,1,7221,3387,3631
LRRC63,6,10,8,64,24,24
TCAP,23,23,16,599,408,461
CCS,161,65,165,248,325,246
NRROS,11,0,8,261,282,251
CEP19,275,99,130,486,390,188
KLHL15,1087,522,723,981,1342,1256
FBXO45,1110,639,957,2015,2356,1936
SPERT,0,0,0,0,0,0
FAM46D,0,0,2,0,0,0
GNG5,1229,609,976,1596,1781,1614
FAM3C2,1,2,1,2,2,3
SLC25A30,183,82,144,84,82,50
C9orf131,0,0,0,0,0,0
CD34,8,0,2,88,123,71
CTSF,791,397,783,3415,2863,1582
MSRB3,266,106,232,61,7,2
LEMD3,1553,804,1215,1401,1133,868
C16orf91,77,35,59,326,203,171
TLR10,35,16,20,4,0,0
TLR1,16,3,4,27,0,0
TLR6,9,3,5,7,1,0
FAM174A,120,70,116,206,184,110
RGMB,2489,2147,3606,1831,2664,2119
FAM53A,3,0,3,39,39,41
NWD2,565,417,623,10,0,4
CYB561D1,527,390,538,539,591,418
GSTA3,0,0,0,0,0,0
ZDHHC24,161,67,156,200,358,293
AC020659.1,6,13,10,0,0,0
TRMT10C,613,258,517,748,558,638
SELP,0,0,0,0,0,0
CTU2,22,13,24,275,249,304
MGA,3514,1795,2907,2128,2374,1898
C12orf66,132,61,133,127,182,101
ARL13A,0,0,0,0,0,0
SNX31,0,1,0,1,0,0
PIGG,1084,541,901,1150,973,859
PRPF8,11608,5675,9837,17250,19445,16217
ADCY6,1399,742,1260,2042,1863,1829
REP15,7,6,7,1,0,4
PITPNA,2311,1210,2234,2370,5432,4990
DDX23,2271,1091,2130,5452,4504,4204
ZNF80,1,2,4,0,0,0
ZNHIT2,2,0,2,185,88,93
EVX2,1,0,0,0,0,0
ZBTB4,850,407,857,2777,2351,1406
TNK1,4,3,5,166,301,213
ZHX3,485,252,506,1213,1414,1214
PHLDA3,16,6,27,1124,1105,1066
DIRC1,0,0,0,0,0,0
SLC16A11,1,1,0,8,10,5
SLC16A13,17,10,14,61,53,60
GLIS1,2,0,0,2,0,1
OR2Y1,0,0,0,0,0,0
CHRNA9,2,0,2,104,37,33
PODN,6,9,14,756,346,303
STAG3L3,35,30,29,96,128,109
SLC6A19,4,0,10,39,9,16
SNHG11,140,88,137,585,268,302
C11orf45,1,0,4,2,40,45
EXO1,848,381,483,1057,1083,663
RALGAPA1,2375,1356,2302,1134,1584,1195
PMS2P6,9,11,10,3,5,3
MIR1-1HG-AS1,12,3,14,5,61,24
LIG4,766,405,793,409,714,682
MIR1-1HG,0,0,0,0,0,0
PPIAP24,0,0,0,0,0,0
TRHR,2,0,4,1,0,0
RPL35P9,0,0,0,0,0,0
GTF2IRD2B,444,226,438,397,72,139
ABRA,0,0,0,0,0,0
ATP2A2,8281,4586,7272,11079,18793,16376
ZWILCH,1647,895,1442,1557,1573,1177
RPL4,40561,20283,36640,66970,38282,29948
SNAPC5,311,154,292,514,461,380
STARD6,8,0,4,1,3,7
GOLGA6L2,0,0,0,0,0,0
VWC2L,27,36,57,5,0,0
C12orf76,699,369,673,800,629,459
ZCCHC12,455,371,831,643,788,523
CNTNAP2,813,767,1346,5647,8311,6947
GALNTL6,134,92,272,15,29,67
LINGO2,119,128,283,13,33,38
BBS1,124,48,108,271,243,172
DENND4A,2178,1231,2197,701,732,570
PPIAP80,0,0,0,0,0,0
IGDCC3,537,329,432,6355,5123,5825
GCSAM,2,0,3,2,0,0
ANKRD36C,696,484,769,356,346,228
SLC26A9,0,0,0,24,6,0
MFSD4A,28,13,28,265,273,154
PELI3,40,24,43,591,598,596
TTC9B,24,18,59,3,1,1
MYO1H,25,22,13,60,25,26
TMEM81,93,67,125,70,93,85
MRPL11,518,211,385,1380,886,855
KLK15,0,0,0,0,0,0
IL20RB,10,7,9,31,11,29
GOLT1A,1,1,0,18,18,17
RPL10P2,1,0,0,0,0,0
AKIRIN1,2385,1239,1928,2031,1897,1676
NPAS4,9,8,4,60,18,29
MSL2,1950,1056,1306,1691,1467,1188
ZNF497,137,58,104,275,85,85
TRAM1L1,339,170,314,90,48,43
CMKLR1,9,3,4,49,1,1
ANGEL2,1769,807,1504,953,858,836
UGT8,228,178,253,1121,922,220
KY,41,15,39,3,5,1
IQCK,671,290,413,421,186,87
SLCO2A1,6,0,4,19,4,4
ZNF266,1647,1367,1585,2746,1811,1688
OR7D4,0,0,0,0,0,0
SLC29A2,119,51,94,435,673,533
BRSK2,253,197,422,3558,3326,3656
VN1R6P,1,0,0,0,0,0
FAM47DP,0,0,1,10,3,1
GRIK1-AS1,5,5,9,0,9,3
B4GAT1,524,271,509,1994,1448,1058
TMEM167A,4900,3146,5050,4229,4564,4343
LEP,0,0,0,0,0,0
SH3PXD2B,1581,887,1586,350,628,567
PPIAP72,0,0,1,0,0,0
KIAA1551,2140,1206,1764,864,1045,910
LARP7,1768,1064,1387,1955,1193,1231
FGFBP3,1161,652,1284,996,113,195
NR1D2,4608,2410,3451,2979,2775,2365
PABPC5,220,88,196,0,1,0
BRMS1,169,96,228,1044,648,805
RPL15,14616,7787,14767,26855,17734,14633
FAM241A,120,85,172,274,182,48
HRAS,81,67,128,1298,751,1196
WDR49,7,4,10,1,0,0
SRP72,4243,2256,3585,3388,3078,2825
PCP2,0,0,0,11,4,21
RIN1,6,1,2,123,111,68
ODAPH,5,3,2,7,4,2
THAP6,604,251,478,504,477,341
CEP135,1738,679,983,965,657,389
FZD4,273,77,117,113,317,199
CD248,27,13,27,25,7,6
BTC,17,9,9,140,24,13
PDZK1,79,46,105,13,19,3
ADGRE1,0,0,0,7,1,0
DENND6A,1519,710,1058,992,830,880
PDE12,913,457,815,637,753,718
GLMN,678,330,451,669,574,474
DNAH12,68,30,37,16,1,0
YIF1A,168,87,190,730,846,598
CNIH2,349,178,327,1426,1143,1200
AMY1B,4,5,5,1,0,0
NLRP6,0,0,0,0,0,0
NDUFA11,42,18,26,1171,743,814
RSRC1,560,417,591,484,547,433
CATSPERD,0,0,0,0,0,1
PQLC2L,1,2,2,4,0,1
RAB1B,591,272,752,3812,2569,2804
METTL15P1,8,2,5,1,8,2
OR9G1,0,0,0,0,0,0
PTDSS2,249,160,252,1216,905,822
C19orf70,26,19,40,540,441,284
C3orf33,126,68,111,106,92,84
VN2R1P,0,0,0,0,0,0
OR5M3,0,0,0,0,0,0
SEZ6L2,162,148,300,4760,5992,4785
ASPHD1,18,11,36,1327,847,786
KCTD13,130,65,142,592,534,486
P2RY14,1,1,0,7,0,0
AMZ1,0,2,0,3,0,0
GPR171,0,0,0,0,0,0
GPR149,30,28,56,4,0,0
CD164L2,0,0,0,1,1,0
FUT1,26,10,31,8,52,33
DHX36,3848,1951,3139,2376,2289,2269
OR5J2,0,0,0,0,0,0
ZIC4,217,87,167,184,15,3
OR10AG1,0,0,0,0,0,0
AC026271.1,22,23,17,6,4,7
OR4S2,0,0,0,0,0,0
FBXW8,899,461,736,625,828,772
CA5A,0,0,0,2,0,0
ZG16,0,0,0,0,0,0
KLC2,270,209,400,2122,2767,2760
SLC22A1,3,0,0,3,0,2
TEX36,0,0,0,0,0,0
CTBP2,3152,1926,2801,2977,2051,1896
CHST2,234,149,289,195,187,51
ZDHHC14,106,52,117,784,1380,1107
ATR,1591,808,1236,860,1359,687
LRRC75A-AS1,9891,5127,9588,17785,9416,6481
UBE2C,1264,532,881,3730,4257,2671
DSG4,1,1,0,0,0,0
GK5,1198,505,788,385,864,566
VCPIP1,997,623,894,578,570,429
RTP1,4,1,4,10,6,6
DES,6,2,16,126,56,20
PDIK1L,1122,577,953,1345,1058,1176
SPSB4,652,447,656,2095,1954,1711
RAG2,0,0,0,0,0,0
TRAF6,638,346,653,221,450,263
ZNF654,1196,691,1052,623,482,377
TVP23C,63,34,45,60,82,59
MRPS22,613,288,505,894,1143,821
PACS1,662,360,726,2636,3594,2506
WFDC5,0,0,0,0,0,0
MARCKSL1,12060,6335,11867,19563,13935,19398
SH3BP5L,429,233,519,1283,1241,1173
OR2T1,0,0,0,0,0,0
TMEM51-AS1,42,26,29,17,37,9
YPEL2,430,284,456,787,1209,600
CADM2,3390,1797,2635,1006,337,408
ABO,10,3,5,264,234,302
PSMD2,3891,2051,4052,6609,6126,6326
FAM182B,14,4,6,115,60,15
PPM1E,2445,1686,2884,3679,6551,5470
FAM131A,214,100,251,664,693,487
CSRP2,1799,901,1487,3495,3148,3139
INHBC,1,3,6,11,7,14
PARL,757,393,620,711,525,563
DDIT3,161,86,173,1119,1212,560
PCCA,1068,540,876,1007,1081,613
HIGD2B,0,0,0,2,2,0
DCTN2,3301,1888,3683,5194,6464,4800
NPPA,4,7,13,10,3,0
ZNF408,39,31,45,459,277,302
CTDSP2,7933,3440,5609,3876,3211,2731
CKAP5,10685,5263,8672,10564,15521,9300
ARHGAP1,462,237,511,1256,995,880
MED16,76,31,78,2069,1911,1589
ATG13,1556,859,1531,2568,2396,2197
GAL3ST3,6,4,11,337,232,236
C1orf127,0,0,0,10,2,4
CHST1,24,9,30,269,825,679
GOLGA8A,3375,1942,2660,11552,6734,7405
VWA3A,43,9,14,1,0,0
TP53I11,1095,678,1535,10096,12993,15762
CENPS,89,36,64,160,55,70
DOLK,140,63,127,383,280,428
PHYHD1,90,25,50,676,475,400
CATSPER1,0,0,0,2,1,1
ANKRD30BP1,0,0,0,0,0,0
CCNE2,551,257,346,3978,3828,5253
PHYKPL,556,294,526,303,389,247
ANKS4B,9,3,3,0,0,0
CST6,0,0,0,0,0,2
GRAMD2A,0,0,0,17,18,17
NF1P5,0,1,1,0,0,0
ZNF519,1767,758,1114,711,819,576
LSM1,522,279,529,762,527,588
PROP1,0,0,0,0,0,0
ISX,0,0,0,0,0,0
BANF1,1234,581,1291,2811,3066,2280
APOF,0,0,0,0,0,0
CHRNA7,33,10,29,44,64,83
TMEM9B,590,406,698,725,619,452
NRIP3,28,10,26,187,708,312
PTPN2,1101,511,876,1478,2035,1174
SCUBE2,18,16,26,20,183,50
EIF1AD,472,209,434,915,822,717
SMAD2,6119,3715,5801,6153,2742,2174
EIF3F,5479,2789,4819,8993,8057,6031
ZNF25,903,577,864,572,442,413
OR10P1,0,0,0,0,0,0
ARL10,2475,1516,2443,1452,2423,1585
CLTB,115,56,141,2032,2340,1718
PCSK1,138,88,290,338,328,35
LPL,150,63,69,2545,1792,1355
RFESD,99,47,73,71,89,45
CCDC14,11359,6272,9128,9188,7844,5408
TBC1D10C,2,9,8,33,1,3
SART1,273,120,279,2466,2143,1999
PPP2R2D,820,428,801,398,475,542
MCTP1,48,20,36,1138,1530,420
POLD4,8,6,7,100,91,61
OR52W1,0,0,0,0,0,0
LRRC25,0,0,1,65,0,0
DPP10,654,358,516,3368,9679,9787
CLCF1,26,20,32,80,101,87
AL078621.2,0,0,0,1,0,0
TSGA10IP,6,3,2,1,1,0
GPR152,0,0,0,0,0,0
UBQLNL,8,1,5,9,1,0
UBQLN3,0,0,0,0,0,0
PNLIP,0,0,0,1,0,0
LIPT2,56,16,22,86,42,62
KCNE3,67,34,55,142,4,14
CABP4,0,0,2,11,0,0
ALG10B,1521,563,1146,797,810,753
DRAP1,131,70,163,2898,2956,2209
LONRF3,54,33,78,37,46,6
UCP3,87,43,91,259,104,139
UCP2,833,324,674,3666,4915,5253
C11orf68,199,102,239,655,487,281
PAAF1,526,339,629,1249,1076,716
MRPL48,578,349,605,480,422,365
RAB6A,4093,2784,4971,2593,3037,2620
P2RY2,3,3,9,15,25,7
FOSL1,0,3,0,11,3,9
ERCC4,696,329,633,405,486,268
SUGCT,46,31,26,5,23,6
CCDC85B,0,1,3,716,795,933
AC007601.1,0,0,0,0,0,0
TMEM70,392,229,365,724,650,672
LINC00476,84,41,114,102,42,50
OR4B1,0,0,0,0,0,0
RPS6KB2,210,132,209,1356,1069,1161
RMI2,1171,469,683,2639,1672,1094
PRM1,0,0,0,0,0,0
DRD5P2,0,0,0,0,0,0
TOM1L2,390,262,554,1830,2080,1479
TEX26,34,16,22,0,1,0
GOLGA8EP,0,0,0,0,0,0
ZNF77,189,83,279,373,388,329
GPR156,271,244,528,64,54,69
CCDC197,0,0,0,0,0,0
SMIM37,10,1,12,133,134,52
KDF1,0,0,0,6,1,0
B3GNTL1,181,79,103,121,94,100
RBMXL3,0,0,0,0,0,0
MLXIP,354,265,471,2396,5070,7084
C11orf44,0,0,0,0,0,0
BAK1P1,0,0,1,7,6,12
RWDD4P2,2,0,1,0,0,0
NR2F1,3137,888,1443,1826,933,1152
C15orf54,0,0,0,0,0,0
EIF3KP1,4,5,2,4,0,1
AURKAIP1,71,31,115,2118,1340,1520
TTLL11,119,60,136,134,173,112
EIF4E1B,0,0,0,28,116,31
TOMM5,388,183,344,1028,1106,1105
LINC01106,8,7,13,3,0,0
AP002986.1,8,3,7,3,4,1
C15orf53,0,0,0,0,0,0
SLC35E3,680,316,607,783,627,574
PRIMA1,24,10,33,490,298,234
ZNF169,224,74,193,125,187,75
RUVBL1,1323,651,1257,2794,2499,2094
SFN,0,0,0,32,42,34
OR52B3P,0,0,0,0,0,0
MSRA,78,41,86,330,127,191
CBLL2,0,0,0,0,0,0
CCDC168,16,6,15,9,0,3
CTDNEP1,1539,756,1369,3380,2901,2419
ETV4,83,40,71,123,9,12
FAM172BP,0,0,0,0,0,0
SWI5,142,61,107,574,465,397
GAPT,12,7,3,3,0,0
BAIAP2,170,94,212,2636,2009,1482
CALCB,115,131,195,2,0,0
CREG2,41,25,48,146,212,43
TMEM270,0,0,0,0,4,0
HOXD8,0,0,0,1,0,1
RPL7AP66,8,5,5,3,6,4
ZDHHC21,2796,1586,2578,1343,1069,990
TSPEAR,0,0,1,4,2,3
PLEKHF2,230,197,286,157,270,184
A2M,210,113,171,1739,2,8
ARL4D,100,26,79,2307,1785,2591
DOK7,0,0,0,7,20,8
LRRN1,7851,3047,4427,485,548,1101
UBE2O,756,422,790,2076,1723,1527
ORAI3,66,28,37,57,41,14
KLHL38,0,0,0,0,0,0
FO393415.1,3,1,11,0,0,0
UNC119B,3529,1460,2416,2663,1721,1993
DENND2C,39,4,21,17,12,4
PLEKHD1,28,20,43,16,114,23
FAM220BP,0,0,0,0,0,0
ASCL3,0,0,0,0,0,0
TUBB6,159,78,169,490,1430,949
LYSMD3,814,413,660,311,280,285
AMIGO3,0,0,0,0,0,0
B3GALT6,298,143,304,899,483,685
ZNF613,183,107,200,236,156,160
C11orf16,4,0,7,0,0,0
TMPRSS7,0,0,0,3,0,4
AC007160.1,0,0,0,0,0,0
NUPR1,1,0,2,232,29,2
JAKMIP2,1764,1286,1909,693,527,306
RPL23P2,30,16,18,26,16,29
MBLAC2,465,227,305,369,219,175
TPRN,19,16,40,754,499,489
LINC00302,0,0,0,0,0,0
KCNE5,77,40,64,98,60,55
ZNF683,0,0,0,0,0,0
SLC35A4,735,359,719,1532,1173,1325
CRYBG2,1,3,1,42,205,75
IP6K1,1002,463,1091,2585,1699,1620
SSNA1,51,31,55,974,593,711
CSTF3,1611,838,1389,2375,1825,1539
YES1,1987,821,1281,329,601,690
CHMP6,98,35,97,467,292,396
AQP7P4,0,0,0,0,0,0
DLEU1,148,78,87,162,131,75
UFSP1,0,1,4,17,14,11
AL445665.1,0,0,0,0,0,0
MC5R,2,0,2,0,0,0
TMEM39A,889,417,626,498,385,320
TCP11L1,341,212,399,438,1060,673
GPX2,1,0,2,8,9,8
CCDC57,720,373,740,1211,736,780
HSF5,26,5,12,6,2,0
FOXG1,201,57,104,4,12,45
SPHK1,176,61,86,84,39,44
BNIP3,2155,1578,2399,1576,769,718
ENTHD1,0,0,0,0,0,0
MYPOP,42,36,37,259,207,170
AC233964.1,0,0,0,0,0,0
CIDEA,0,0,0,7,9,1
OR11H4,0,0,0,0,0,0
OR4D11,0,0,0,0,0,0
LRRTM4,218,88,103,0,0,0
ATAD5,1573,704,1069,1387,2317,1304
SMIM19,537,287,438,763,626,531
OR11H6,0,0,0,0,0,0
ZNF404,329,122,225,232,196,96
RTTN,1213,611,820,1418,2308,1363
OR4K17,0,0,0,0,0,0
OR10H4,0,0,0,0,0,0
AC092634.1,0,0,0,0,0,0
C10orf111,25,9,28,60,32,18
OR51B6,0,0,0,0,0,0
CDV3P1,0,0,0,0,0,0
ACBD7,400,152,253,549,1000,378
OR4L1,0,0,0,0,0,0
ANAPC2,290,155,214,1463,1209,1083
OR4K13,0,0,0,0,0,0
HMGB4,0,2,0,0,0,0
ZBTB8OS,409,222,344,718,652,664
CYCSP34,21,3,4,3,1,1
OR4F21,0,1,1,0,0,0
SLC35G1,328,108,152,113,261,270
OR4K5,0,0,0,0,0,0
IDSP1,0,0,1,0,0,0
OR4K3,0,0,0,0,0,0
ZNF135,820,471,941,1891,1396,1294
OR4N2,0,0,0,0,0,0
OR4M1,0,0,0,0,0,0
FOXR1,0,0,0,0,0,0
OR4H12P,0,0,0,0,0,0
FOXN3P1,0,0,0,0,0,0
AL138899.1,0,0,0,0,0,0
COX8A,408,224,465,3188,3176,2436
RPL37AP8,0,0,0,0,0,0
AC104129.1,7,2,6,182,0,0
TAC4,0,0,0,0,0,0
ZSCAN2,565,314,615,735,764,730
PFN1P10,0,0,0,0,0,0
PRR18,5,2,4,356,245,216
B3GNT4,8,6,9,34,58,71
CDC26,296,139,243,409,231,251
HSD11B2,34,43,64,1061,898,1619
CRLF3,378,236,332,97,155,119
RNPEP,735,360,668,1438,1595,1415
EID2,421,231,444,781,600,693
DMRTA1,98,56,43,2,1,0
EID2B,136,45,98,413,261,158
GJC3,6,0,1,21,37,22
RIMS2,591,519,831,1746,1313,1229
KCMF1,1313,682,1162,1255,1103,953
DNAJC30,89,54,95,247,138,182
SPRYD4,552,223,458,526,405,334
VPS37D,28,14,33,517,473,370
CLEC14A,10,2,0,72,0,0
SYNE3,96,103,140,868,1436,658
CLK2,1463,792,1261,3266,2410,2562
LPCAT4,419,256,505,1576,2071,924
SLCO3A1,231,104,230,334,621,275
ZNF575,7,3,9,32,43,42
WDR25,69,15,79,220,124,122
SGF29,140,71,157,918,531,451
PLA2G16,20,26,23,271,259,24
DIRAS1,732,473,1037,1147,1771,1457
OR5AN1,0,0,1,0,0,0
OR10AC1,0,0,0,0,0,0
AL033381.1,0,0,0,0,0,0
PHLDB3,7,8,8,188,157,62
PRR15,0,0,0,3,2,3
GNG7,113,53,97,285,33,11
OR4C5,0,0,0,0,0,0
USF3,1513,810,1328,487,533,620
OR4C3,0,0,0,0,0,0
OR4S1,0,0,0,0,0,0
CNTD1,1,1,1,5,11,1
DCAF4L2,0,1,0,0,0,0
OR4X1,0,0,0,0,0,0
CNBD1,0,0,0,3,2,0
DMBT1P1,0,0,0,0,0,0
AC008969.1,959,426,783,680,423,492
KBTBD11,946,578,877,2575,2698,1767
B3GNT5,1306,593,970,447,535,760
MAP3K19,1,2,0,12,47,138
C14orf177,0,0,0,0,0,0
LMNB2,1172,529,1020,6451,6983,5567
RMDN1,949,484,878,773,755,691
MEX3C,3333,1750,2516,1448,1665,1708
HORMAD2,2,6,3,1,0,0
RNF152,860,939,1335,163,1434,1686
NANOGP1,0,0,0,0,0,0
MYO1D,332,154,262,666,1254,771
C20orf197,1,0,2,18,12,6
FOXL1,1,0,1,3,0,0
TGIF2LY,0,0,0,0,0,0
LRRC37A,66,23,111,40,51,34
FOXC2,0,0,2,5,0,6
OR4F17,0,0,0,0,0,0
BDNF,57,73,167,26,16,14
SCAND2P,422,179,386,402,377,367
CCDC121,196,112,181,120,101,134
ACSF3,264,115,273,942,922,865
OR10AB1P,1,1,4,5,1,2
BOK,47,21,106,793,917,987
ZNF843,23,16,23,30,36,18
TTTY14,44,0,0,0,0,0
C8orf59,788,426,816,769,525,522
PFN4,21,13,17,11,14,16
OR51V1,0,0,0,0,0,0
MAGEB6,0,0,0,0,0,0
OR52Z1,0,0,0,0,0,0
CDK5R1,1681,1215,2584,4071,2744,3813
OR51A1P,0,0,0,0,0,0
C15orf56,1,0,0,8,3,0
LINC00303,0,0,0,1,0,0
ZNF285B,0,1,3,1,5,2
TCERG1L,101,45,78,137,257,185
NCKAP5,660,398,645,1802,540,181
MAGEB18,0,0,0,0,0,0
DEFB104A,0,0,0,0,0,0
RUFY1,898,464,802,1219,526,529
OR52E2,0,0,0,0,0,0
BASP1,4200,3164,5882,7760,12285,14138
DEFB103A,0,0,0,0,0,0
OR51L1,0,0,2,0,0,0
LRRC37A3,313,158,302,30,37,29
AC112778.1,0,0,0,0,0,0
FKBP9P1,25,7,14,22,24,16
VSIG10,702,258,483,1393,1579,1599
MIR7-3HG,40,45,60,2089,1405,1241
IRX5,110,105,204,569,710,852
METRNL,90,37,88,95,178,192
FAM91A1,1681,962,1325,812,920,883
KRT18P28,0,0,0,0,0,0
GJA1P1,7,0,2,0,0,0
AL358781.1,5,1,6,23,11,19
WSB2,1723,1081,2118,3789,4610,5394
AL135901.1,0,0,0,1,0,0
GRIN1,3,5,7,60,211,193
SOX11,13828,7886,12752,8345,21147,44210
TYMS,4613,1710,2979,12188,10203,10165
OR51G2,0,0,0,0,0,0
PXMP2,247,103,238,1107,966,1313
OR51A7,0,0,0,0,0,0
TCEANC,193,82,179,102,83,59
OR51T1,0,0,0,0,0,0
PNMA1,4474,2368,4044,5685,3595,2927
OR51H1,0,0,0,0,0,0
TCIM,3,1,1,18,1,0
MAMSTR,31,14,30,210,163,157
TYMSOS,41,8,11,589,324,206
ANKLE2,2192,1092,1986,4941,4595,4658
C8G,0,0,0,11,4,1
FUT2,1,0,1,0,2,1
OR51S1,0,0,0,0,0,0
OR7A15P,0,0,0,0,0,0
OR51F2,0,0,0,0,0,0
EFCAB5,50,25,35,24,22,8
GCNT4,6,4,3,4,12,8
TOB2P1,2,0,0,7,5,7
MUC20,19,22,74,45,41,9
THAP4,139,82,155,1189,1134,975
OR51N1P,0,0,0,0,0,0
NFATC2IP,2086,855,1555,4606,4674,3950
LY6H,21,23,28,821,447,223
RPL7L1P11,1,0,0,0,0,0
FIBIN,2,0,2,0,0,0
FAM89B,40,22,69,616,410,516
SHMT1,623,226,397,3715,1447,1432
DPP7,17,9,24,2438,2428,2335
TRIM60,0,0,0,0,0,0
AP000679.1,0,0,0,0,0,0
SEC24C,2515,1528,2375,3483,3385,2692
FMR1NB,0,0,0,0,0,0
SMCR8,840,409,746,1080,948,946
HCG4,0,1,0,0,0,0
MTHFR,540,320,496,1100,1052,1111
DEFB104B,0,0,0,0,0,0
C19orf18,30,13,7,27,1,3
DEAF1,117,60,144,1241,1449,1137
