GeneID,SRX3270441,SRX3270442,SRX3270443,SRR7947406,SRR7947407,SRR7947408
LINC01833,4094,2747,3885,641,822,914
NPM1P43,0,0,0,0,0,0
MRPL15P1,0,0,0,0,1,3
AC105339.3,0,0,0,0,0,0
AC012414.4,0,0,0,0,0,0
AL161669.1,0,0,0,0,0,0
AC025219.1,0,0,0,0,0,0
AC055874.1,0,0,1,0,0,0
AC013652.2,0,0,0,0,0,0
LINC02352,81,29,51,31,80,27
NIFKP8,0,0,0,1,1,0
RP11-265N7.1,0,0,0,0,0,0
AC009269.1,0,0,0,0,0,0
AC087286.4,0,3,0,0,0,0
WBP1LP5,0,0,0,0,0,0
ADNP-AS1,21,5,17,25,7,7
AC100826.1,0,0,0,0,0,0
AC100839.1,3,0,0,6,1,4
LINC02568,0,0,0,11,0,0
AC078909.1,9,0,1,6,0,2
ANP32BP3,0,0,0,0,0,0
CPEB1-AS1,29,12,17,10,15,1
AC020661.2,0,0,0,0,0,0
SNRPCP18,0,0,0,0,0,0
AHCYP7,0,0,1,0,0,0
NPM1P47,0,0,0,0,0,0
NDUFAF4P1,0,0,1,0,0,0
AC079203.2,0,0,0,0,0,0
AC084757.2,0,2,4,0,4,0
KRT8P9,0,0,0,0,0,0
LINC01169,0,0,0,0,0,0
LINC02205,0,0,0,0,0,0
AC027228.1,0,0,0,0,0,0
AC036108.1,0,0,0,2,0,0
AC018904.2,0,1,0,20,16,8
AC012653.1,0,0,0,0,0,0
AC024651.1,0,0,0,0,0,0
SORD2P,12,40,23,19,28,15
AC012404.1,0,0,0,0,0,0
RORA-AS2,0,0,0,0,0,0
AL355073.1,0,0,0,0,0,0
LINC02253,1,4,0,0,0,0
AC023355.1,142,20,105,243,108,67
KRT18P47,0,0,0,0,0,0
IGHV3OR15-7,0,0,0,0,0,0
AC023968.2,1,1,0,0,0,0
MRPL46,218,151,239,597,292,260
AC016705.2,487,162,364,288,390,221
AC021818.2,0,0,0,0,0,0
TPM1-AS,3,1,2,2,3,2
AC090519.2,0,0,0,0,0,0
KRT8P24,0,0,0,0,0,0
AL132640.1,6,2,1,1,1,0
AC048383.1,0,0,0,0,0,0
AC026992.1,1,0,0,0,0,0
AC009268.1,0,0,0,0,0,0
AC103968.1,0,0,0,0,0,0
AL132801.1,0,0,0,0,0,0
AC073941.2,0,0,0,0,0,0
UBE2Q2L,3,1,3,1,3,3
HNRNPA1P5,0,0,0,0,0,0
CYCSP38,0,0,1,0,0,0
AC027243.1,0,0,0,22,10,18
AL117209.1,0,0,0,0,0,0
ANP32AP1,9,4,13,5,0,8
LINC02169,0,0,0,0,0,0
LINC01583,0,1,0,1,0,0
AC051619.4,0,0,1,0,0,0
AC051619.5,25,9,7,0,0,0
INO80-AS1,0,0,0,0,0,0
AL136295.4,0,0,3,5,2,0
AC022613.2,13,0,4,1,1,0
GCSHP2,0,0,0,0,0,0
LINC00052,0,0,1,0,0,0
AC068397.1,0,0,0,0,0,0
AL136295.5,14,9,11,49,38,52
AC104574.1,0,0,0,0,0,0
AC022306.1,2,3,0,1,0,0
AC009269.2,0,0,0,0,0,0
AC040958.1,0,0,0,0,0,0
AC087477.4,0,0,0,0,0,0
RPL21P12,0,0,0,0,0,0
AC091045.1,0,0,1,0,1,1
UBE2Q2P11,0,0,0,0,0,0
AC051619.6,8,3,4,19,35,28
AC027020.1,0,0,0,0,0,0
AP001150.1,0,0,0,0,0,0
AC087477.5,0,0,0,0,0,0
AC060809.1,0,0,0,0,0,0
AC021739.4,0,0,0,0,0,0
AC013452.1,0,0,0,0,0,0
AC027808.1,0,0,0,7,2,0
CYCSP2,0,0,0,0,0,0
AC021483.1,2,3,2,5,2,1
HNRNPA1P74,0,0,0,0,0,0
AC048382.4,0,0,0,0,0,0
AC140725.1,5,0,3,11,7,5
AC084882.1,0,1,1,0,2,0
AC067863.1,2,1,3,11,0,0
AC090971.3,4,2,8,6,1,1
HMGN1P26,0,0,0,0,0,0
MESTP2,0,0,0,0,0,0
AC020687.1,0,0,0,0,0,0
AC079075.1,0,1,0,2,1,0
AC090607.2,34,12,32,24,26,22
AC025430.1,2,0,0,0,0,0
AC009554.1,0,0,0,0,0,0
KRT8P23,0,0,0,0,0,0
AC013489.2,0,0,0,0,0,0
AC243562.1,0,0,0,0,0,0
BLID,0,0,0,0,0,0
LINC01491,0,0,0,0,0,0
NMNAT1P5,0,0,0,0,0,0
AC012404.2,0,0,0,0,0,0
CERNA1,1,0,2,29,26,15
AC087762.1,0,0,0,0,0,0
AC023908.2,0,0,0,0,0,0
TYRO3P,2,0,0,0,0,2
AC026523.1,0,0,0,0,0,0
AC015712.2,46,13,30,0,24,48
AC021755.2,0,0,1,0,0,0
RBM17P4,1,0,1,0,0,0
AC015712.3,0,0,0,0,0,0
AC114546.2,0,0,0,0,0,0
AC012050.1,0,0,0,0,0,0
AC073167.1,0,0,0,0,0,0
AC015660.2,0,0,0,0,0,0
AC022898.1,1,0,0,0,0,0
PRELID1P4,2,1,0,1,0,0
MTND5P40,0,0,0,0,0,0
AC023034.1,4,1,1,0,0,0
AC025043.1,0,0,0,0,0,0
AC116158.2,0,0,0,0,0,0
AC066616.2,0,0,0,0,0,0
AC092079.1,0,0,0,0,0,0
AC091073.1,0,0,0,0,0,0
AC016595.1,0,0,0,0,0,0
AC015712.4,42,2,16,0,6,0
AC074212.1,7,2,5,22,18,35
AC108449.3,0,0,0,0,0,0
AC104229.1,0,0,0,0,0,0
AC027807.1,9,1,7,29,7,1
AC023034.2,0,1,0,0,0,0
LINC01582,0,0,0,0,0,0
EEF1A1P22,2,1,0,1,5,1
AC087477.6,0,0,0,0,0,0
AC013391.1,0,0,0,0,0,0
AC104574.2,0,0,0,1,0,2
AC020661.3,0,0,0,0,0,0
AC012170.3,0,0,0,0,0,0
AC010867.1,0,0,0,0,0,0
AC016987.1,0,0,0,0,0,0
AC069029.1,0,0,0,0,0,0
AC026956.1,0,0,0,0,0,0
AC125257.1,589,246,577,631,368,313
AC009269.3,0,0,0,0,0,0
MTND3P12,0,0,0,0,0,0
AC079328.2,1,0,0,0,0,0
AC007000.3,0,1,0,1,4,3
AC104046.1,1,1,1,2,0,0
AC104316.2,0,0,0,0,1,0
AC090971.4,0,0,0,1,0,0
UBE2Q2P8,0,0,0,0,0,0
AC100830.1,0,0,1,4,8,6
AC016987.2,0,0,0,0,0,0
DNM1P38,0,1,0,0,0,0
AC021351.1,0,0,0,0,0,0
PCAT29,0,0,0,0,0,0
ST20-AS1,38,19,32,111,51,79
AC022613.3,7,3,8,9,3,4
AC027237.4,0,0,0,0,0,0
AC140725.2,0,0,0,0,0,0
AC111152.2,0,0,0,0,0,0
AL132640.2,14,8,3,11,6,5
AC027808.2,0,0,0,0,0,0
AC068397.2,0,0,0,0,0,0
MTCO3P23,0,0,0,0,0,0
AC090181.1,0,0,0,0,0,0
AC115102.1,0,0,0,0,0,0
AC090825.2,0,0,0,0,0,0
AC013452.2,0,0,0,0,0,0
PIGHP1,0,0,0,0,0,0
AC027559.1,18,7,17,48,57,26
AC009996.1,8,3,7,2,3,7
DNM1P47,15,5,17,91,58,66
AC068831.4,0,0,0,0,1,0
AC010478.1,913,590,1533,5,0,0
LINC02254,0,0,0,0,0,0
AC021231.3,0,0,0,0,0,0
LINGO1-AS1,4,2,22,0,0,0
AC066613.1,0,0,0,0,0,0
AC084759.2,0,0,0,0,0,0
AC012379.1,0,0,0,0,0,0
MTCYBP23,0,0,0,0,0,0
AC087612.1,0,0,0,0,0,0
IQCH-AS1,155,80,148,209,90,59
AC092868.1,0,0,0,0,0,0
AC018618.1,0,0,0,0,0,0
AC103982.1,0,0,0,4,4,4
AC027176.2,0,0,0,0,0,0
AC066613.2,0,0,0,0,0,0
AC136428.1,0,0,0,0,0,0
AC090527.1,0,0,0,0,0,0
AC091231.1,0,0,1,0,0,0
AC243562.2,0,1,0,0,0,0
AC084756.1,2,1,0,0,0,0
IDH2-DT,0,0,0,2,0,0
HNRNPA1P71,0,0,0,0,0,0
LINC01220,1,0,0,0,0,0
AC019288.1,0,0,0,0,0,0
AC107980.1,0,0,1,0,0,0
FKBP1AP2,0,0,0,0,0,0
AC104041.1,0,0,0,0,0,0
AC136698.1,0,0,0,0,0,1
AC090164.1,0,0,0,0,0,0
AC104759.1,0,0,0,0,0,0
AC126323.2,0,0,0,0,0,0
FAM30C,0,0,0,0,0,0
HMGB1P8,0,0,0,3,1,3
AC012379.2,0,0,0,1,0,0
AC020891.3,0,0,0,0,0,0
AC024337.1,0,0,0,0,0,0
LINC00593,0,0,0,0,0,0
AC124248.1,0,0,0,2,0,0
AC084757.3,21,9,9,7,0,0
HSP90B2P,14,12,11,16,25,24
AC105339.4,4,0,5,10,73,28
AC090607.3,0,0,0,0,0,0
AC023906.4,0,0,0,0,0,0
NUTF2P6,0,0,0,0,0,0
AC106738.1,0,1,1,0,4,1
AC023906.5,1,1,0,0,0,0
AC013391.2,0,1,0,0,0,0
AC022087.1,0,0,0,0,0,0
LINC00677,0,0,0,0,0,0
LINC02284,0,0,0,0,0,1
AC009562.1,1,0,0,0,0,0
AC090877.2,0,0,0,0,0,1
AC087465.1,0,0,0,0,0,0
AL354993.2,0,0,0,0,0,0
LINC01581,0,0,0,0,0,0
AC106738.2,0,0,0,0,0,0
CSPG4P11,1,1,1,0,12,7
AC103740.2,0,0,0,1,0,0
LINC00933,1,0,0,2,0,0
AC092078.1,0,0,0,0,0,0
AC022929.1,0,0,0,0,0,0
AC092757.2,1,0,0,0,0,0
AC012229.1,0,0,0,0,0,0
AC092868.2,0,0,0,0,0,0
CRTC3-AS1,8,4,12,23,11,9
AC087516.2,0,0,0,98,177,175
ZNF444P1,0,0,0,9,5,3
AC009558.2,0,0,0,0,0,0
AC090888.3,0,0,0,0,0,0
AC068714.1,0,0,0,3,0,0
AC009269.4,2,3,1,2,1,1
HSPE1P3,4,1,1,8,3,1
RP11-275I4.2,0,0,0,0,0,0
NCAPGP2,0,0,0,0,0,0
AC092868.3,0,0,0,0,0,0
AC018868.2,4,1,3,4,1,2
AC066615.1,0,0,0,0,0,0
AC068234.1,0,0,0,0,0,0
AC092078.2,0,0,0,0,0,0
AC090907.2,0,0,0,0,0,0
AC100839.2,0,0,0,0,0,0
AC091891.1,0,0,4,0,0,0
AC007907.1,0,0,1,0,1,0
AC015660.3,0,0,0,0,0,0
AC078905.1,0,0,0,2,0,0
AC021739.5,1,1,0,0,2,4
LINC02157,0,0,0,0,0,0
PCSK6-AS1,0,0,0,0,0,0
AC022558.1,2,1,1,5,3,0
AC004943.2,397,190,343,132,193,140
AC127381.1,0,0,0,0,0,0
AC015871.1,0,0,0,0,0,0
AC092756.1,0,0,0,0,0,0
AC012236.1,0,0,0,0,1,0
AC012100.2,0,0,0,0,0,0
AC243562.3,0,2,0,0,3,0
AL138976.2,41,18,35,71,29,25
AC093426.1,0,0,0,0,0,0
LINC01922,0,0,0,0,0,0
AC009065.1,0,0,0,47,152,75
HMGB1P6,520,216,419,423,388,335
AC008915.1,0,0,2,4,0,0
LINC02259,2,0,0,0,0,1
AC093525.1,0,0,0,0,1,0
LINC02109,0,0,0,0,0,0
AL596325.1,1,0,1,0,0,0
AL096869.3,0,0,0,0,0,0
ANP32BP1,12,4,8,3,2,0
AC092325.1,0,0,0,0,0,0
AC104758.2,0,0,0,0,0,0
AC013726.1,1,0,4,4,1,1
AC020978.1,0,0,1,0,0,0
AC138625.1,0,0,0,0,0,0
RP11-554A11.9,0,1,3,1,5,1
AC145350.1,0,0,0,0,0,0
AC012640.2,33,17,28,44,37,31
SLC22A31,0,0,1,10,7,9
AC027682.1,4,2,9,10,7,9
AC022558.2,0,0,0,0,0,0
AC009093.1,5,1,7,3,0,0
AC002519.1,4,2,4,0,1,0
AC138028.3,0,0,0,0,0,0
AC102941.1,0,0,0,0,0,0
AC099793.1,0,0,0,0,0,0
AC087565.1,0,0,0,0,0,0
AL606760.3,2,0,0,1,0,7
AC018767.1,0,0,0,0,0,0
AC083843.3,554,164,169,536,322,260
AC018845.1,0,0,0,1,0,0
AC140878.1,0,0,0,0,0,0
LYPD8,0,0,0,0,0,0
AC072061.1,36,12,16,41,2,11
AC026461.1,0,0,0,0,0,0
AL355596.1,1,0,0,0,0,0
LINC00567,0,0,0,0,0,0
CYP4A26P,0,0,0,0,0,0
AC138625.2,0,0,0,0,0,0
AL365361.1,96,40,91,452,210,182
AGGF1P6,0,0,0,0,0,0
LINC01904,0,0,0,0,0,0
ELOCP2,0,0,0,1,0,0
RP11-491F9.6,0,0,0,1,0,0
Z97653.1,0,0,0,0,0,0
LINC01566,0,0,0,0,0,0
IGHV3OR16-16,0,0,0,0,0,0
AC007610.1,0,0,1,1,0,0
GNPATP,0,0,0,0,0,0
HERC2P10,5,5,3,14,42,8
AC092131.1,0,0,0,0,0,0
LINC02126,0,0,0,0,0,0
AC097374.1,0,0,0,0,0,0
VENTXP1,0,0,0,0,0,0
IGHV1OR16-2,0,0,0,0,0,0
AP005233.1,0,0,0,0,0,0
AC007749.1,0,0,0,0,0,0
RAB43P1,0,0,0,0,0,1
RP11-439I14.2,0,0,0,0,0,0
AC010266.1,0,0,0,0,0,0
AC026336.2,0,0,0,0,0,0
SH3RF3-AS1,0,0,0,3,0,0
AC018846.1,0,0,0,0,0,0
AL390728.6,337,158,270,189,134,144
AC007599.1,0,0,0,0,0,0
AC105411.1,22,4,9,1,0,0
AL163952.1,1,1,4,1,1,0
AL022344.2,3,0,0,8,4,5
AC024651.2,0,0,0,0,0,0
AC130456.1,465,56,66,0,0,0
AC009117.1,0,0,1,0,0,0
AC034105.2,0,0,0,0,0,0
AC010333.1,0,0,0,0,0,0
AC009113.1,205,91,138,409,166,182
AC126323.3,0,0,0,0,0,0
AC092384.2,0,0,0,4,0,0
AC142384.1,0,0,1,0,0,0
EHD4-AS1,0,1,0,0,0,0
AC025259.3,0,0,0,0,0,1
AC068987.1,0,0,0,4,8,4
AC093802.2,0,0,0,0,0,0
DNM1P50,0,0,0,0,0,0
AC107375.1,195,68,164,428,201,194
AC027139.1,0,0,0,0,0,0
AC106820.2,10,6,10,193,129,107
FRG2JP,0,0,0,0,0,0
CYP4F33P,0,0,0,0,0,0
AC010333.2,0,0,0,0,0,0
AC026464.1,0,0,1,0,0,0
ACTG1P15,0,0,0,0,0,0
PWRN1,109,43,29,209,161,52
AC120045.1,0,0,0,0,0,0
AC004817.2,0,0,0,0,0,0
AC100827.1,0,0,0,0,0,0
AC120498.1,0,0,0,3,2,1
AC023813.1,0,0,0,0,0,0
AC009063.1,0,0,0,0,0,0
AC017071.1,2,2,2,0,1,0
AL845331.2,0,0,0,0,0,0
HNRNPLP2,15,13,11,60,70,74
NDUFA5P11,1,0,0,0,1,0
AC007938.1,16,5,12,17,1,1
AC022819.1,6,4,2,1,0,0
AC023825.1,0,0,0,0,0,0
AC026461.2,0,0,0,0,0,0
AC011939.1,1,1,1,3,0,0
AC130456.2,0,0,0,0,0,0
AC007342.1,0,0,0,0,0,0
AC011840.2,0,0,0,0,0,0
AC010601.1,2,0,0,2,2,0
AC105036.1,0,0,0,0,3,0
AC051619.7,0,3,1,2,0,7
AC009065.2,0,0,0,1,0,2
AC142086.2,0,0,0,0,0,0
AC009754.1,0,0,2,0,0,0
AC023158.1,2,1,2,24,1,0
AC022167.1,1,0,1,0,1,3
AC109449.1,17,6,6,17,2,3
AC084782.1,44,17,18,27,8,10
AL050341.2,528,248,489,560,404,310
CDRT7,0,0,0,0,0,0
AC027682.2,0,0,0,0,0,0
BX005019.1,7,7,5,9,2,5
LINC02124,0,0,0,0,0,0
AC124068.1,4,1,5,3,6,0
AC034105.3,0,0,0,0,0,0
AC009133.2,0,0,1,4,3,3
AL138756.1,164,80,122,386,300,256
IL21R-AS1,31,13,41,30,18,6
AC008741.1,0,0,3,0,0,0
RBM15B,2581,1378,2351,4668,3742,4179
RP11-491F9.8,3,2,3,21,8,14
AC107068.1,342,212,301,390,421,294
AL354712.1,0,0,0,0,0,1
AC007342.2,0,0,0,0,0,0
AC007012.1,0,0,0,0,0,0
THSD4-AS1,10,7,18,3,9,4
AC137800.1,0,0,0,0,0,0
AC087761.1,0,0,0,0,0,1
AC093283.1,0,0,0,0,0,0
AL049838.1,267,133,270,105,51,98
AC099668.1,0,0,0,0,0,0
RP11-44L9.3,0,0,0,0,0,0
AC009120.2,480,233,417,807,423,361
LINC00261,0,0,0,2,0,0
AC093010.3,0,0,0,0,0,0
AL121578.3,0,2,1,0,1,0
MRPS21P8,0,0,0,0,0,0
VN1R68P,0,0,0,0,0,0
AF096876.1,0,0,0,0,0,0
CDC37P1,0,0,0,0,0,0
AC018845.2,0,0,0,0,0,0
AL928711.1,0,0,0,0,0,0
AC017100.1,102,39,72,79,50,89
AC103876.1,0,0,0,0,0,0
DUX4L46,0,0,0,0,0,0
AC135782.2,0,0,0,0,0,0
AC133561.3,0,0,0,0,0,0
AC025287.1,0,0,0,0,0,0
AC135731.1,0,1,2,11,12,7
AL353796.1,210,108,198,132,124,72
AC106729.1,0,0,0,0,0,0
RARRES2P8,0,0,0,0,0,0
IGHV1OR16-4,0,0,0,0,0,0
AL133279.3,0,1,1,2,0,0
AC009054.1,0,0,0,0,0,0
AL133338.1,75,30,42,302,172,153
TGFBR3L,0,0,0,30,170,183
AC018767.2,0,0,0,0,0,0
AC092138.1,0,0,0,0,0,0
AC027601.1,0,0,0,3,0,2
AC107871.1,38,26,28,198,434,300
AP001527.1,11,3,6,8,0,0
LINC02130,0,0,0,0,0,3
ZNF720P1,0,0,0,0,0,1
AC132938.1,9,4,6,4,5,2
AC007494.1,0,0,0,0,0,0
LSM3P5,0,0,0,0,0,0
AC010547.2,0,0,0,0,0,0
AC138811.1,0,0,0,1,0,2
AC040169.1,0,0,0,70,27,31
LINC01992,0,0,0,0,4,16
AC098934.4,0,0,0,1,0,0
AL031716.1,0,0,0,0,0,0
MRPS21P7,0,0,0,0,0,0
AC009414.2,31,9,38,52,16,2
LINC02189,0,0,0,0,0,0
HOXB7,1,0,0,2,3,23
AC007608.2,0,0,0,0,0,0
AC076968.1,0,0,1,0,0,0
RPL10P14,0,0,0,0,0,0
NORAD,10308,5806,9443,6683,5857,4999
AC023813.2,0,0,0,0,0,0
LCMT1-AS2,0,0,0,0,0,0
AC051619.8,0,0,0,1,1,0
AC013355.1,1,0,0,0,0,0
AC104938.1,0,2,0,0,0,3
AC009090.1,0,1,0,0,0,1
AC007495.2,0,0,0,0,0,0
AC025810.1,0,0,1,29,20,39
AL162632.3,0,0,3,0,0,0
BCAP31P2,0,0,0,0,0,0
IGHV1OR16-3,0,0,0,0,0,0
AL031600.1,0,0,0,0,1,0
AC023813.3,0,0,0,1,1,0
ABCB10P4,2,3,0,0,0,0
LINC01571,0,1,0,30,12,8
AC018767.3,0,0,0,0,0,0
AC092620.3,0,0,0,0,0,0
AC009088.1,10,7,9,74,48,20
GOLGA2P11,0,1,0,0,0,0
AL512408.1,18,3,15,67,4,23
AC092332.1,1,0,0,0,0,0
AC112176.1,0,0,0,3,11,7
MTND4LP25,0,0,0,0,0,0
AC009101.1,0,0,0,0,0,0
AC006960.3,4,2,5,8,7,3
AC007221.1,0,0,0,0,0,0
AC008938.1,0,0,0,0,0,1
AC023824.1,0,0,0,0,0,0
NSFP1,9,0,1,12,28,29
AC104794.2,175,82,129,326,341,231
AC007342.3,0,0,0,0,0,0
AF274858.1,14,2,13,66,37,35
AC106886.1,0,0,0,0,0,0
MIR762HG,77,44,70,120,46,58
AC126773.1,0,0,0,0,0,0
AC007611.1,1,1,0,1,22,10
PCMTD1P2,0,0,0,0,0,0
AL445483.1,1,1,2,0,2,0
ADAM3B,1,0,1,0,1,0
AC092435.3,0,0,0,0,0,0
AC093752.3,0,1,0,2,0,0
AC009163.2,1,0,0,0,0,0
AC034111.1,19,2,4,18,10,4
LINC00564,0,0,0,0,0,0
AC106820.3,12,3,5,56,14,9
DNM1P33,0,0,0,0,0,0
SPDYE6,0,0,0,0,0,0
AL512604.3,0,1,0,3,0,0
AC008074.3,17,10,17,28,16,30
LINC01070,0,0,0,0,0,0
AC012435.1,6,3,4,21,11,8
AC068338.1,0,0,0,0,0,0
AOC4P,5,0,0,1,0,0
AC005606.1,0,0,0,0,0,0
AC026464.2,0,0,0,0,0,0
AC135628.1,0,0,0,0,0,0
AC012184.1,3,1,5,6,2,3
AC008567.1,0,0,0,0,0,0
AC093249.1,0,0,0,0,0,0
AC120114.2,129,52,115,97,58,41
AC012174.1,0,0,1,0,0,0
AL157700.1,17,6,16,10,0,3
AC104066.2,0,0,0,0,0,0
AC138028.4,1,2,1,3,12,2
AC068987.2,9,11,9,12,4,25
AC013565.1,0,0,1,0,2,0
AGBL1-AS1,0,0,0,0,0,0
AC092326.1,0,0,0,0,0,0
ULK4P2,12,0,1,24,46,31
LINC00556,0,0,0,0,0,0
AL032819.1,0,1,1,0,0,0
CA5AP1,0,0,0,0,0,0
C1QL1P1,0,0,0,0,0,0
MMP2-AS1,0,0,0,0,0,0
AC008915.2,5,2,6,10,13,5
AL132657.2,0,0,0,0,0,0
CSPG4P13,2,0,1,8,19,14
AC145350.2,0,0,0,0,0,0
AC068135.2,0,0,0,0,0,0
AC100827.2,0,0,0,2,0,0
AC023825.2,0,0,0,0,0,0
AC132186.1,0,0,0,0,0,0
MTND5P34,0,0,0,0,0,0
AC009090.2,0,0,0,0,2,0
AL355493.2,0,0,1,0,0,0
AC113208.1,0,0,0,0,0,0
RARRES2P10,0,0,0,0,0,0
AC020763.1,0,0,0,0,0,0
AC233702.1,0,0,0,0,0,0
AC137761.1,0,0,0,0,0,0
AC091304.2,0,0,0,0,0,0
AC011468.1,33,12,29,31,9,6
MTCYBP28,1,2,0,0,0,0
AC134312.2,0,0,0,0,0,0
AC012508.1,25,2,21,13,18,29
AC105036.2,0,0,0,0,0,0
AC134312.3,0,0,0,0,0,0
AC093249.2,3,0,1,0,0,3
AC090527.2,0,0,0,0,0,0
AC008269.2,0,0,1,1,2,3
LINC01413,0,0,0,0,0,0
AC020779.2,0,0,0,0,0,0
AC111152.3,0,0,0,0,0,0
AC141586.2,0,0,0,0,0,0
AC126696.1,0,0,0,0,0,0
AL162741.1,5,1,2,3,12,10
AC120498.2,0,0,0,1,0,0
AC108097.1,0,0,0,0,0,0
AC023827.1,0,0,0,0,0,0
AC009097.1,0,0,0,0,0,0
LINC02137,0,2,1,0,0,1
PPIAP48,0,0,0,0,0,0
AC002464.1,0,0,0,1,0,0
AL807752.5,2,1,1,10,2,3
LINC02240,0,0,0,0,0,0
AL138781.1,0,1,0,55,86,86
AC007496.1,0,0,0,0,0,0
AC124798.1,38,13,35,1303,566,357
AC010889.1,62,0,0,0,0,0
AC009102.1,0,1,1,0,1,0
AC141273.1,0,0,0,0,0,0
AL109954.1,0,0,0,0,0,0
AL157831.2,0,0,0,0,0,0
AC105020.2,0,0,0,0,0,0
DUX4L47,0,0,0,0,0,0
AP000842.3,0,0,2,2,2,0
AC139426.1,0,0,0,17,28,23
AL356432.3,0,0,0,0,0,0
AC092718.2,4,1,2,5,1,2
AC104640.1,0,0,0,0,0,0
AC034105.4,0,0,0,0,0,0
AC106782.2,13,5,11,50,52,58
CCDC187,0,0,1,12,10,5
AC099511.1,0,0,0,0,0,0
UBL5P4,0,0,0,0,0,0
AC009119.1,0,0,0,4,0,0
PPIAP51,0,0,0,0,0,0
FRRS1L,3432,2284,3525,174,442,199
JHDM1D-AS1,40,26,31,23,61,46
PWRN4,2,0,0,1,0,0
SSSCA1-AS1,56,9,57,99,78,28
AC020636.2,129,51,90,0,0,0
AC105020.3,0,0,0,0,0,0
AC099778.1,25,9,29,126,34,42
AC092130.1,0,0,0,0,0,0
PMF1-BGLAP,1,1,0,37,25,18
LINC02533,0,0,0,0,0,0
APOOP5,0,0,0,0,0,0
AC091489.1,0,0,0,0,0,0
AC104083.1,204,150,219,43,69,66
AC000032.1,0,0,0,0,0,0
SUB1P4,0,0,0,0,0,0
AC007608.3,45,17,35,50,36,30
AC092368.1,0,0,0,0,0,0
AC009087.1,0,0,0,0,0,0
AC084262.1,0,0,0,0,4,4
AP000997.2,26,22,51,7,1,4
AC093524.1,0,0,0,0,0,0
AP001063.1,0,0,0,0,0,0
AL035071.1,148,76,153,436,166,214
AC007346.1,0,0,0,0,0,0
LINC02166,3,0,2,10,5,1
SNHG19,38,11,29,552,62,98
AC124944.3,220,82,142,98,203,127
AC139887.3,0,0,0,0,0,0
LINC2194,0,0,0,0,0,0
LINC02562,0,0,0,3,6,3
PPIAP46,6,1,6,4,1,0
AC026471.1,82,36,91,117,209,142
LINC00919,0,0,0,0,0,0
AC105036.3,3,1,3,4,6,3
AL132996.1,1,0,1,0,0,0
AC093525.2,0,0,0,2,7,6
AL359711.2,7,0,7,5,4,5
AC068338.2,15,8,15,36,23,38
AC013565.2,0,0,0,0,0,0
AC022167.2,8,6,9,25,5,0
AC009019.1,0,0,0,0,0,0
AC098818.2,4,0,1,0,0,0
AC137932.1,1,0,0,1,5,5
SLX1B-SULT1A4,2,2,1,2,2,1
ITFG1-AS1,1,0,0,1,0,3
EIF4EBP2P2,0,0,0,0,0,2
TPSP2,0,0,0,0,0,0
AL133367.1,63,26,61,632,358,242
C6orf229,1,0,0,0,0,0
TBC1D3G,0,1,1,12,0,2
AC019294.2,2,0,7,10,3,1
AC093515.1,0,0,0,0,0,0
AC092115.1,44,28,49,18,28,15
FRG2GP,0,0,0,0,0,0
AC106820.4,633,320,574,6358,2417,3526
AC095057.3,256,120,212,615,186,221
ACTG1P16,1,0,0,2,0,0
AC009119.2,6,3,10,4,8,3
AP005482.1,0,0,0,45,16,7
AC108206.1,0,0,0,0,0,0
AC009088.2,0,0,0,0,0,0
NTRK3-AS1,0,0,0,0,0,0
AC092375.2,76,48,81,43,6,8
PABPC1P13,0,0,0,0,0,0
AC136428.2,0,0,0,0,0,0
AC027277.2,1,0,0,0,0,0
AC138907.1,0,0,0,0,0,0
AC140658.1,0,0,0,0,0,0
MRC1,26,6,8,63,3,0
AL008727.1,1,1,2,2,3,0
AC009812.4,128,85,136,57,14,14
COX6CP1,2,1,1,1,0,1
AC098657.2,0,0,0,0,0,0
HSPB9,0,0,0,31,27,19
PHBP21,0,0,1,0,0,7
ACTR3BP3,0,0,0,0,0,0
AC104024.2,0,0,0,0,0,0
AC007541.1,53,19,35,89,66,77
AC079148.1,4,7,13,13,7,9
AC010546.1,0,0,0,0,0,0
AC133555.4,0,0,0,0,0,0
AC091544.4,18,7,1,288,56,19
LINC01570,0,0,0,0,0,0
HEXA-AS1,22,6,21,31,5,10
LINC02176,0,0,0,0,0,0
C2orf69P2,0,0,0,0,0,0
AC138811.2,3,1,3,12,3,1
LINC01043,0,0,0,0,0,0
AC133485.1,0,0,0,0,0,0
AC009052.1,0,0,0,0,0,0
MOCS1P1,0,0,0,0,0,0
AP007216.1,0,0,0,0,0,0
AC087190.1,0,1,0,1,0,0
AC012173.1,3,1,2,9,12,11
AC024270.2,0,0,0,0,0,0
AC092287.1,0,0,0,0,0,0
DNM1P34,0,0,0,0,0,0
AL353708.1,1,0,5,1,0,1
AC106028.3,10,5,13,29,14,17
AC007218.1,0,0,0,0,0,0
AC009055.1,0,0,0,0,0,0
AC026803.1,0,1,1,0,1,0
AC109460.1,2,2,2,6,2,3
AC027373.1,16,10,14,11,10,8
AC120024.1,0,0,0,17,2,14
AC215217.1,0,0,0,0,0,0
AC026464.3,0,0,0,0,0,0
AQP4-AS1,2,1,1,2,2,0
AC126323.4,0,0,0,0,0,0
AC083801.2,0,0,0,0,0,0
AC109597.1,0,0,0,0,0,0
AC074052.1,0,0,0,0,0,0
AC007610.2,0,0,0,0,0,0
AC087481.1,0,0,0,0,0,0
