"GeneID"	"AA.043_Thalassimia_D08.N3"	"AA.043_Thalassimia_D10.N1"	"AA.043_Thalassimia_D08.N1"	"AA.043_Thalassimia_D10.N3"	"AA.043_Thalassimia_D10.H4"	"AA.043_Thalassimia_D08.H4"
"PDE7A"	1722	1832	2075	1475	1458	1832
"DNAJC5B"	0	0	0	0	5	0
"TRIM55"	1	2	2	0	12	2
"CRH"	0	0	2	0	1	0
"LINC00967"	0	0	1	0	4	0
"RRS1-AS1"	21	12	20	4	22	30
"RRS1"	868	898	2265	468	275	897
"ADHFE1"	33	44	46	25	56	57
"C8orf46"	4	1	1	1	5	1
"MYBL1"	16	9	16	21	27	13
"VCPIP1"	4260	8159	7337	6044	6225	4294
"C8orf44"	61	97	85	83	62	60
"C8orf44-SGK3"	2	4	4	2	2	1
"SGK3"	3	5	10	1	4	3
"PTTG3P"	1	5	10	4	5	1
"MCMDC2"	118	133	211	97	95	134
"SNHG6"	1248	2206	2833	1847	894	1329
"SNORD87"	55	39	77	16	36	28
"TCF24"	0	0	1	0	4	0
"PPP1R42"	0	4	1	1	2	0
"COPS5"	2203	4148	5237	3246	2219	2464
"CSPP1"	2022	1562	2716	1294	1085	2093
"ARFGEF1"	3942	4617	7355	3321	2952	4231
"CPA6"	0	0	2	0	7	0
"PREX2"	8	0	3	1	33	10
"C8orf34-AS1"	0	0	0	0	6	1
"C8orf34"	0	0	2	0	13	0
"LINC01592"	0	0	1	0	2	0
"LINC01603"	0	0	0	0	3	0
"SULF1"	1	1	4	0	8	0
"SLCO5A1"	0	1	0	0	13	1
"PRDM14"	0	1	2	0	6	0
"NCOA2"	4064	6463	6606	5069	4190	3842
"LOC101926892"	1	1	0	5	6	1
"TRAM1"	2674	4595	6176	3341	2780	2582
"LACTB2-AS1"	17	38	28	10	20	10
"LACTB2"	290	490	497	439	420	290
"XKR9"	1	1	3	1	9	1
"EYA1"	0	2	2	0	6	0
"MSC"	1	6	12	2	4	9
"MSC-AS1"	0	3	5	1	12	5
"TRPA1"	1	0	1	0	11	0
"LOC392232"	1	0	0	0	7	0
"KCNB2"	1	0	2	0	8	0
"LOC101926908"	0	0	0	0	4	0
"TERF1"	726	1131	1065	869	906	803
"SBSPON"	31	29	47	14	44	41
"C8orf89"	0	1	0	0	2	0
"RPL7"	15156	23808	38763	21644	8909	17039
"RDH10"	459	712	1158	401	273	457
"RDH10-AS1"	53	21	32	10	26	30
"STAU2-AS1"	0	0	4	0	8	2
"STAU2"	1081	1114	1801	1082	1067	1393
"UBE2W"	879	1156	1410	736	1002	913
"TCEB1"	1269	2268	2844	1938	1332	1437
"TMEM70"	964	1494	2167	1117	641	1069
"LY96"	1	2	2	5	2	6
"JPH1"	3	2	5	4	13	1
"GDAP1"	159	184	349	111	156	207
"MIR5681A"	0	0	0	0	0	0
"MIR5681B"	0	0	0	0	0	0
"MIR2052HG"	0	0	3	0	3	0
"MIR2052"	0	0	0	0	1	0
"PI15"	0	0	2	0	9	0
"CRISPLD1"	53	10	63	7	15	36
"CASC9"	0	4	4	3	4	0
"HNF4G"	1	1	3	1	5	0
"LINC01111"	0	1	0	0	6	0
"ZFHX4-AS1"	0	0	0	0	1	0
"ZFHX4"	0	2	3	0	22	2
"MIR3149"	0	0	3	0	1	1
"PEX2"	1757	2377	3791	2130	1664	1960
"LOC102724874"	0	0	0	0	1	0
"PKIA"	438	616	1106	354	300	568
"PKIA-AS1"	214	111	220	44	70	220
"ZC2HC1A"	52	44	55	45	88	67
"LOC101241902"	5	4	13	5	8	9
"IL7"	68	24	196	17	17	75
"STMN2"	2	1	1	0	4	0
"HEY1"	2	2	2	3	11	7
"LINC01607"	0	2	0	0	4	0
"LOC101927040"	0	0	2	1	4	0
"MRPS28"	999	1501	2521	1103	623	1072
"TPD52"	248	50	271	74	91	241
"MIR5708"	0	0	0	0	0	0
"ZBTB10"	243	370	310	164	233	311
"ZNF704"	20	4	54	8	36	32
"PAG1"	18	41	53	12	50	63
"FABP5"	66	17	149	17	20	69
"PMP2"	0	0	0	1	3	0
"FABP9"	0	1	1	0	0	0
"FABP4"	0	0	0	0	3	0
"FABP12"	0	0	0	0	1	0
"IMPA1"	606	571	757	440	524	556
"SLC10A5"	7	9	15	5	9	12
"ZFAND1"	1196	1467	2132	1636	846	1213
"CHMP4C"	46	32	59	48	23	42
"SNX16"	261	421	397	500	606	323
"LINC01419"	0	0	0	0	4	0
"RALYL"	0	0	0	0	10	0
"LRRCC1"	2523	6910	5118	4633	3991	3167
"E2F5"	66	46	87	48	42	77
"C8orf59"	1292	1879	3037	1782	1174	1623
"CA13"	4	7	10	3	16	2
"CA1"	7779	11123	5056	25951	13103	3673
"CA3"	26	52	39	28	43	43
"CA3-AS1"	134	280	140	216	176	110
"CA2"	9234	19209	13411	20679	9906	7867
"REXO1L2P"	0	0	0	0	2	0
"PSKH2"	0	0	1	0	4	0
"ATP6V0D2"	2	4	6	5	13	1
"SLC7A13"	0	0	0	0	3	0
"WWP1"	1565	2011	2650	1626	1743	1484
"RMDN1"	1332	1557	2793	1235	745	1480
"CPNE3"	1594	1370	3243	941	932	1822
"CNGB3"	5	5	6	0	16	1
"CNBD1"	0	0	0	0	3	0
"DCAF4L2"	0	0	0	0	4	0
"MMP16"	1	0	0	1	11	1
"LOC101929709"	101	203	247	93	112	140
"RIPK2"	639	988	1200	777	705	794
"OSGIN2"	1345	1968	2532	1313	1184	1501
"NBN"	4872	7842	11138	4826	3865	5759
"DECR1"	3234	6630	7833	5628	3316	4169
"CALB1"	11	16	53	8	21	53
"LINC00534"	1	0	0	0	1	1
"LINC01030"	3	1	3	1	2	2
"TMEM64"	1961	2992	4811	2165	1763	2031
"NECAB1"	712	949	805	621	1262	563
"C8orf88"	691	1880	1342	2016	971	669
"TMEM55A"	221	206	452	162	178	295
"OTUD6B-AS1"	1166	1529	1654	1782	1144	1093
"OTUD6B"	861	686	1392	585	584	972
"LRRC69"	49	21	45	15	26	48
"MIR4661"	0	0	0	0	0	0
"SLC26A7"	2	2	5	0	6	3
"RUNX1T1"	43	102	53	69	124	32
"LOC102724710"	0	0	0	0	2	0
"FLJ46284"	1	0	0	0	7	0
"TRIQK"	216	322	328	228	236	284
"MIR8084"	0	0	0	0	0	0
"C8orf87"	0	0	0	0	0	0
"LINC00535"	3	5	6	1	4	3
"FAM92A1"	407	424	592	207	430	481
"RBM12B"	2055	2848	2850	1577	2082	2599
"RBM12B-AS1"	190	286	301	130	172	218
"TMEM67"	447	230	470	170	322	414
"MIR378D2"	0	0	0	0	0	0
"PDP1"	210	168	385	137	169	293
"CDH17"	5	0	3	1	13	4
"GEM"	4	1	5	0	2	5
"RAD54B"	878	1008	960	782	622	951
"FSBP"	0	0	0	0	0	0
"KIAA1429"	5325	8502	9651	6289	5158	5777
"LOC100288748"	0	3	1	0	11	0
"ESRP1"	2	0	2	0	13	0
"DPY19L4"	322	295	437	158	237	397
"INTS8"	2823	4004	4474	2973	2520	3274
"CCNE2"	3475	5039	5444	4239	3790	3594
"TP53INP1"	2142	3792	3075	2029	3411	2430
"NDUFAF6"	543	458	1214	333	262	693
"MIR3150B"	0	0	0	0	0	0
"MIR3150A"	0	0	0	0	0	0
"PLEKHF2"	3349	5694	5369	4134	3068	3484
"LINC01298"	2	2	2	0	2	1
"C8orf37"	90	104	179	64	67	116
"C8orf37-AS1"	3	4	4	2	8	6
"LOC100500773"	0	0	0	0	3	0
"GDF6"	0	1	3	0	15	0
"UQCRB"	5126	9144	10955	10086	5060	6251
"MTERF3"	688	656	888	586	456	889
"PTDSS1"	3141	3908	7312	3032	1898	3425
"LOC102724804"	2	1	2	0	7	3
"SDC2"	0	3	8	0	8	7
"CPQ"	573	514	1422	259	177	586
"LOC101927066"	40	12	48	11	18	51
"TSPYL5"	105	49	167	37	40	56
"MTDH"	12265	16790	27609	11271	7449	11406
"LAPTM4B"	312	310	1168	146	113	490
"MATN2"	22	43	62	14	31	29
"RPL30"	12217	23691	30578	21207	9352	13886
"SNORA72"	49	66	115	26	36	48
"ERICH5"	0	0	1	0	6	1
"HRSP12"	406	525	744	529	289	366
"POP1"	998	752	2149	538	386	973
"NIPAL2"	269	373	411	254	233	305
"KCNS2"	7	5	13	3	16	5
"STK3"	538	555	779	496	473	572
"OSR2"	1	16	6	97	75	1
"VPS13B"	9684	12533	9706	10818	14193	9095
"MIR599"	12	13	8	7	12	13
"MIR875"	6	5	4	5	15	7
"COX6C"	2608	4571	6205	4171	2397	3069
"RGS22"	4	5	1	3	13	1
"MIR1273A"	0	0	0	1	0	0
"FBXO43"	252	407	225	237	311	267
"POLR2K"	1540	2507	2935	2876	1833	1811
"SPAG1"	84	121	64	72	147	120
"RNF19A"	5424	13224	5417	12499	13911	6458
"MIR4471"	0	0	0	0	0	0
"ANKRD46"	113	69	147	87	56	116
"SNX31"	2	0	1	0	7	2
"PABPC1"	17588	21336	31400	16401	24832	19629
"MIR7705"	0	0	0	0	0	0
"YWHAZ"	8881	9077	21963	6286	5588	9666
"FLJ42969"	0	4	4	0	4	3
"ZNF706"	596	459	959	373	408	649
"NACAP1"	6	6	20	6	5	5
"GRHL2"	1	2	3	0	9	0
"NCALD"	0	4	3	1	9	5
"LOC104054148"	2	0	2	0	3	1
"MIR5680"	0	0	0	0	0	0
"RRM2B"	820	1029	1931	636	708	858
"UBR5-AS1"	28	50	38	20	26	18
"UBR5"	11012	14281	19439	8648	8759	11568
"ODF1"	0	0	3	0	1	0
"KLF10"	1768	2242	2150	1850	919	1709
"AZIN1"	16054	30209	27262	23097	12995	15530
"AZIN1-AS1"	20	48	47	15	22	19
"ATP6V1C1"	5466	8455	10058	8452	5952	6087
"BAALC-AS2"	0	0	1	0	2	0
"BAALC"	2	1	6	2	6	6
"MIR3151"	0	0	0	0	0	0
"BAALC-AS1"	0	0	2	2	4	1
"FZD6"	398	265	839	227	255	478
"CTHRC1"	5	1	4	1	6	6
"SLC25A32"	684	733	1440	607	554	712
"DCAF13"	1271	1535	3010	1653	1004	1477
"RIMS2"	1	2	4	3	27	0
"DCSTAMP"	2	1	2	1	4	1
"DPYS"	0	0	2	0	8	0
"MIR548A3"	0	0	2	0	1	1
"LRP12"	187	162	451	105	93	163
"ZFPM2"	4	3	11	5	9	6
"ZFPM2-AS1"	0	0	2	0	9	1
"OXR1"	2395	4198	3354	3881	2873	2410
"ABRA"	13	11	7	1	5	5
"ANGPT1"	8	1	11	1	16	22
"RSPO2"	0	1	3	1	6	1
"EIF3E"	11402	16526	28469	14014	7039	14001
"EMC2"	654	1165	1049	1041	887	738
"TMEM74"	4	25	6	30	21	2
"TRHR"	10	31	7	23	38	12
"NUDCD1"	1319	1353	2248	1345	853	1537
"ENY2"	2165	3552	4913	3265	1964	2400
"PKHD1L1"	121	225	80	119	233	82
"EBAG9"	806	887	1229	962	737	850
"SYBU"	869	2431	1841	1737	1078	804
"KCNV1"	0	2	1	0	5	0
"LINC01608"	0	0	1	0	2	0
"LINC01609"	0	0	0	0	2	0
"CSMD3"	2	3	2	1	23	1
"MIR2053"	0	0	0	0	0	0
"TRPS1"	445	523	718	407	372	408
"LINC00536"	1	1	1	1	6	0
"EIF3H"	7023	12306	16022	10289	6034	7903
"UTP23"	921	923	1880	744	656	1165
"RAD21"	19398	31805	28777	27216	27029	20167
"RAD21-AS1"	64	135	102	38	78	59
"MIR3610"	0	0	0	0	0	0
"AARD"	1	1	2	0	7	1
"SLC30A8"	10	0	1	9	9	1
"MED30"	498	819	988	749	415	466
"EXT1"	358	326	557	219	187	365
"SAMD12"	99	58	138	50	217	209
"SAMD12-AS1"	3	2	0	0	13	17
"TNFRSF11B"	0	0	0	0	5	3
"COLEC10"	0	0	1	0	0	0
"MAL2"	0	0	1	0	12	0
"MIR548AZ"	0	0	1	0	0	0
"NOV"	2	0	4	1	6	1
"ENPP2"	19	34	42	20	53	36
"TAF2"	4483	5393	6899	4076	3651	4426
"DSCC1"	1472	1885	2134	1722	1297	1667
"DEPTOR"	35	58	147	33	36	61
"COL14A1"	12	11	8	3	30	6
"MRPL13"	1514	2294	3656	2336	1211	1891
"MTBP"	1892	2337	2800	1705	1734	1942
"SNTB1"	2399	4374	4583	2655	1370	2461
"LOC101927543"	302	58	123	33	91	257
"HAS2"	0	0	0	0	4	3
"HAS2-AS1"	0	0	2	0	2	0
"LOC105375734"	52	12	23	34	12	42
"LINC01151"	0	0	0	0	1	0
"ZHX2"	192	331	388	272	192	212
"DERL1"	2416	4174	5570	3193	2039	2475
"TBC1D31"	1307	2175	1858	1955	1808	1608
"FAM83A"	98	554	629	250	355	880
"FAM83A-AS1"	7	23	26	13	19	47
"MIR4663"	1	0	1	0	1	0
"C8orf76"	96	165	246	153	111	119
"ZHX1-C8orf76"	56	50	79	26	23	57
"ZHX1"	3425	3893	6466	3344	2495	3718
"ATAD2"	23482	38679	26794	32084	27558	23957
"MIR548AA1"	0	0	0	0	0	0
"MIR548D1"	0	0	0	0	0	0
"WDYHV1"	236	266	440	129	135	213
"FBXO32"	30	59	112	18	30	25
"KLHL38"	0	0	1	0	1	0
"ANXA13"	0	0	1	0	3	0
"FAM91A1"	2575	2794	3599	1710	2353	2611
"FER1L6"	2	5	5	0	15	4
"FER1L6-AS1"	3	0	3	0	4	1
"FER1L6-AS2"	0	0	0	0	5	0
"LOC101927588"	0	0	0	1	4	2
"TMEM65"	302	427	511	258	267	305
"TRMT12"	563	637	1245	516	389	702
"RNF139-AS1"	508	763	592	497	486	484
"RNF139"	3130	6423	6024	4614	3061	3215
"TATDN1"	330	536	651	451	342	364
"MIR6844"	0	0	0	0	1	1
"NDUFB9"	3185	5711	9055	4792	2525	3766
"MTSS1"	1466	1112	2739	519	538	1860
"MIR4662B"	0	0	0	0	0	0
"MIR4662A"	0	0	0	0	0	0
"LINC00964"	2	1	3	0	6	0
"ZNF572"	51	58	63	47	22	51
"SQLE"	2918	4038	3608	3859	3894	2860
"KIAA0196"	4668	5816	8080	4482	3911	4918
"NSMCE2"	1795	2915	3127	2443	1774	2054
"TRIB1"	22	30	42	15	26	59
"LINC00861"	13	11	33	4	21	27
"LOC101927657"	2	0	2	0	5	0
"FAM84B"	26	24	61	12	21	28
"PCAT1"	0	0	0	0	4	0
"PCAT2"	0	0	0	0	1	0
"PRNCR1"	5	2	6	3	29	4
"CASC19"	0	0	1	0	0	0
"CCAT1"	0	0	1	0	4	0
"CASC21"	0	0	0	0	0	0
"CASC8"	0	0	2	0	1	0
"CCAT2"	0	0	0	0	4	0
"POU5F1B"	0	0	0	0	1	0
"CASC11"	3	1	6	2	7	1
"MYC"	4326	3091	9751	2008	973	4741
"MIR1204"	23	11	30	4	7	27
"PVT1"	578	414	1053	237	179	656
"TMEM75"	100	19	99	11	36	73
"MIR1205"	10	1	9	0	2	2
"MIR1206"	43	6	11	2	6	38
"MIR1207"	15	5	27	2	4	17
"MIR1208"	0	0	0	0	0	0
"LINC00824"	0	0	1	0	9	1
"LINC00977"	14	7	17	3	4	8
"CCDC26"	118	45	155	34	18	58
"MIR3686"	8	2	5	1	0	2
"GSDMC"	1	0	0	0	8	0
"FAM49B"	1758	1898	3743	1675	1225	1903
"MIR5194"	9	0	8	0	3	14
"ASAP1"	8436	8999	11288	6211	9014	8109
"ASAP1-IT2"	266	127	109	52	179	249
"ASAP1-IT1"	522	285	321	106	349	422
"ADCY8"	0	2	1	0	9	1
"EFR3A"	2879	3196	4561	2389	2329	2732
"OC90"	0	0	1	0	3	0
"HHLA1"	0	0	2	0	7	0
"KCNQ3"	12	1	11	10	26	22
"HPYR1"	0	0	0	0	1	0
"LRRC6"	13	16	20	7	14	15
"TMEM71"	0	2	1	1	13	4
"PHF20L1"	4412	6613	6580	5198	4824	4592
"TG"	7	7	14	4	17	14
"SLA"	16	11	32	10	27	36
"MIR7848"	0	0	1	0	1	0
"WISP1"	0	0	1	1	9	0
"NDRG1"	161	203	280	121	87	320
"ST3GAL1"	2208	2500	3039	4065	3642	3453
"LOC101927798"	0	0	2	0	5	0
"LOC101927822"	0	0	0	0	1	0
"ZFAT"	488	814	821	501	496	530
"ZFAT-AS1"	39	24	25	12	28	33
"MIR30B"	0	2	4	0	2	0
"MIR30D"	0	0	0	0	0	0
"NCRNA00250"	0	0	0	0	2	1
"LOC101927845"	1	0	1	0	4	0
"LINC01591"	0	0	0	0	4	0
"KHDRBS3"	9	5	38	9	12	12
"LOC101927915"	0	0	0	0	0	0
"FAM135B"	2	0	2	0	9	1
"COL22A1"	1	0	4	1	19	0
"KCNK9"	0	2	4	0	7	1
"TRAPPC9"	1233	1627	1706	919	1049	1153
"CHRAC1"	988	1332	2411	1032	659	1013
"AGO2"	7345	16261	14862	8797	8793	7577
"PTK2"	3401	4203	5214	3650	3423	3454
"MIR151A"	6	5	4	1	5	7
"DENND3"	123	181	254	68	157	239
"SLC45A4"	939	1749	2663	845	740	1116
"LINC01300"	0	0	0	0	4	0
"GPR20"	1	1	0	0	3	0
"PTP4A3"	5	3	7	0	5	7
"MROH5"	1	0	3	0	13	0
"MIR1302-7"	0	0	0	0	0	0
"MIR4472-1"	0	0	0	0	2	0
"LINC00051"	1	0	4	0	3	1
"TSNARE1"	215	298	541	201	123	212
"ADGRB1"	2	2	7	0	23	0
"ARC"	8	14	23	3	9	13
"JRK"	2061	2689	3907	1318	1309	2340
"PSCA"	0	4	4	1	3	1
"LY6K"	0	1	3	0	8	0
"LOC100288181"	1	4	2	0	5	1
"THEM6"	933	1413	2203	917	361	778
"SLURP1"	2	0	0	0	1	0
"LYPD2"	0	0	0	0	0	0
"LYNX1"	3	2	12	3	8	7
"LY6D"	0	0	1	0	4	0
"GML"	0	0	1	0	5	0
"CYP11B1"	1	0	0	0	2	0
"CYP11B2"	0	1	0	0	3	0
"LOC100133669"	1	0	0	0	3	0
"CDC42P3"	1	2	5	3	4	1
"LY6E"	48	34	285	14	9	70
"C8orf31"	0	0	2	0	3	0
"LY6H"	0	0	2	0	7	1
"GPIHBP1"	0	0	0	0	7	0
"ZFP41"	221	223	474	98	107	256
"GLI4"	123	302	320	141	123	160
"LINC01604"	61	79	138	68	41	84
"ZNF696"	789	776	1143	885	575	935
"TOP1MT"	1112	1547	2323	1333	577	1151
"RHPN1-AS1"	4	3	10	3	5	2
"RHPN1"	43	88	70	68	53	47
"MAFA-AS1"	1	1	0	0	1	2
"MAFA"	28	95	101	28	27	27
"ZC3H3"	655	1132	1264	687	748	676
"GSDMD"	1018	3584	3433	2146	1079	952
"MROH6"	100	131	188	57	77	129
"NAPRT"	1670	5030	4897	3627	2343	2230
"EEF1D"	8792	25150	26400	17968	8187	10173
"TIGD5"	429	963	1708	468	253	436
"PYCRL"	593	1932	2715	908	428	704
"TSTA3"	4145	14036	10687	10687	4744	4067
"ZNF623"	538	570	852	473	385	577
"ZNF707"	192	355	538	151	136	226
"BREA2"	6	9	6	2	4	4
"CCDC166"	1	1	1	0	2	0
"MAPK15"	2	8	6	1	12	6
"FAM83H"	149	223	539	76	108	233
"MIR4664"	4	11	15	0	3	4
"FAM83H-AS1"	4	2	4	0	6	3
"SCRIB"	1395	3380	4779	1511	1071	1630
"MIR937"	0	0	1	0	0	0
"PUF60"	2782	6374	9955	3904	2092	3314
"NRBP2"	178	233	265	119	132	165
"MIR6845"	1	2	1	3	0	0
"EPPK1"	16	16	40	3	10	17
"PLEC"	760	917	3002	393	459	855
"MIR661"	1	0	1	0	1	0
"PARP10"	958	3360	2638	1741	932	1057
"GRINA"	843	4442	1819	2699	2124	1083
"SPATC1"	1	1	1	1	3	1
"OPLAH"	64	172	123	90	69	54
"MIR6846"	0	0	0	0	0	0
"EXOSC4"	370	1021	1116	663	255	464
"MIR6847"	2	0	2	2	3	3
"GPAA1"	2019	6598	6974	3160	1828	2213
"CYC1"	4304	10299	14309	6829	3002	4858
"SHARPIN"	954	3515	2910	2151	1033	1136
"MAF1"	4188	14594	12461	10591	4236	4364
"KIAA1875"	69	338	217	71	102	74
"HGH1"	505	954	2084	389	234	606
"MROH1"	704	1446	1362	698	656	720
"BOP1"	1802	3452	7218	1590	813	1997
"MIR7112"	1	0	1	0	0	1
"SCX"	24	27	43	13	19	30
"HSF1"	1575	3330	4170	1982	1188	1717
"DGAT1"	963	2443	2148	1404	1100	1199
"MIR6848"	0	1	1	0	0	1
"SCRT1"	5	7	5	1	23	4
"TMEM249"	10	12	18	11	15	10
"FBXL6"	345	767	1062	372	237	368
"SLC52A2"	658	1404	2537	676	352	728
"ADCK5"	178	481	600	235	157	214
"CPSF1"	2530	6518	9697	2442	1541	2744
"MIR939"	0	5	5	0	1	1
"MIR1234"	0	0	0	0	0	0
"MIR6849"	2	0	1	0	0	0
"SLC39A4"	110	147	434	81	30	120
"VPS28"	689	2157	1964	1571	806	780
"TONSL"	2473	4212	5895	1710	1209	2306
"TONSL-AS1"	101	87	158	28	36	112
"MIR6893"	6	1	4	1	1	2
"CYHR1"	790	1937	2052	1287	739	956
"KIFC2"	151	231	530	76	84	245
"FOXH1"	13	8	13	0	14	8
"PPP1R16A"	367	843	1345	342	275	476
"GPT"	573	592	1481	265	133	551
"MFSD3"	140	235	400	106	56	133
"RECQL4"	2247	4860	6238	2504	1738	2176
"LRRC14"	846	1403	2359	640	540	895
"LRRC24"	0	0	1	0	0	0
"C8orf82"	496	1159	1781	573	298	520
"ARHGAP39"	19	14	49	3	24	19
"ZNF251"	162	188	285	137	99	194
"ZNF34"	115	145	148	123	92	134
"RPL8"	17559	38713	54199	24025	10629	19705
"MIR6850"	0	3	3	2	0	0
"ZNF517"	58	112	162	48	41	80
"ZNF7"	778	869	1458	697	575	851
"COMMD5"	416	949	1311	658	340	507
"ZNF250"	245	304	395	180	203	286
"ZNF16"	230	209	371	254	124	213
"ZNF252P"	641	823	971	781	510	869
"TMED10P1"	119	89	121	87	43	67
"ZNF252P-AS1"	10	6	8	8	10	12
"C8orf33"	1836	1491	3961	1252	780	2048
"DDX11L5"	4	5	3	0	7	7
"WASH1"	236	408	359	324	407	431
"FOXD4"	8	27	30	13	10	8
"CBWD1"	517	698	1558	459	247	503
"C9orf66"	51	190	211	38	17	30
"DOCK8"	2199	2520	4166	1423	1164	2229
"KANK1"	528	306	1042	221	117	538
"DMRT1"	0	1	4	0	4	0
"DMRT3"	0	0	1	0	6	0
"LINC01230"	0	0	0	0	2	0
"DMRT2"	0	0	0	0	6	0
"SMARCA2"	3639	4061	6398	2830	2369	3976
"VLDLR-AS1"	0	0	1	1	2	0
"VLDLR"	16	7	11	9	8	18
"KCNV2"	22	5	28	3	8	21
"KIAA0020"	2603	2048	4925	1588	1112	2718
"LINC01231"	0	2	0	0	2	0
"RFX3"	680	953	663	652	986	636
"RFX3-AS1"	660	566	427	477	531	449
"GLIS3"	0	2	5	0	14	3
"GLIS3-AS1"	0	0	0	0	1	0
"SLC1A1"	1	1	10	0	7	1
"SPATA6L"	10	19	31	8	19	8
"PPAPDC2"	190	196	345	114	162	191
"CDC37L1-AS1"	6	24	17	28	18	16
"CDC37L1"	490	656	827	521	434	502
"AK3"	1866	2493	4011	1637	1631	2026
"RCL1"	6493	9880	10779	10582	5466	6642
"MIR101-2"	17	24	16	11	10	13
"JAK2"	9063	10621	11333	8667	8187	8143
"INSL6"	41	15	18	10	14	23
"INSL4"	3	4	0	1	0	2
"RLN2"	7	11	10	6	17	3
"RLN1"	1	4	2	4	7	4
"PLGRKT"	224	665	727	497	271	263
"CD274"	77	134	191	98	110	105
"PDCD1LG2"	1	2	0	0	4	1
"RIC1"	3738	4505	6093	3419	2786	3712
"ERMP1"	1655	1106	2469	663	554	1837
"MLANA"	84	84	77	41	61	94
"KIAA2026"	2642	4400	3579	2964	3608	2896
"MIR4665"	0	0	0	0	0	0
"RANBP6"	2953	3231	5256	2676	2036	3311
"IL33"	1	0	0	0	6	0
"TPD52L3"	1	0	0	0	7	0
"UHRF2"	4472	5819	5253	3503	3951	4770
"GLDC"	24	14	34	4	15	22
"KDM4C"	8492	12167	11034	9172	9721	8221
"TMEM261"	370	479	1303	394	153	453
"PTPRD"	8	6	3	0	25	4
"PTPRD-AS1"	0	0	2	1	5	0
"PTPRD-AS2"	1	1	6	0	5	0
"TYRP1"	0	0	0	1	2	0
"LURAP1L-AS1"	0	0	0	0	4	0
"LURAP1L"	2	1	2	1	3	0
"MPDZ"	31	11	31	7	31	26
"FLJ41200"	0	0	0	0	9	0
"LINC00583"	0	0	0	0	0	0
"NFIB"	6	5	29	4	17	5
"ZDHHC21"	828	436	1296	309	527	833
"CER1"	0	0	0	0	0	1
"FREM1"	5	8	20	3	22	37
"LOC389705"	2	8	1	1	3	5
"TTC39B"	26	38	51	35	18	42
"SNAPC3"	1411	1578	1860	1121	971	1884
"PSIP1"	6229	9843	10527	7391	6622	6176
"CCDC171"	180	179	260	128	145	222
"RNU6-14P"	0	1	1	0	0	0
"C9orf92"	0	0	0	0	6	0
"BNC2"	9	13	6	6	31	17
"CNTLN"	2523	3349	3421	2261	2090	2377
"SH3GL2"	1	1	1	0	8	0
"ADAMTSL1"	0	1	1	2	13	0
"MIR3152"	0	0	0	0	0	0
"SAXO1"	2	7	5	0	4	2
"RRAGA"	880	2036	2007	1765	1343	1024
"HAUS6"	7008	7971	14161	5469	5047	8094
"SCARNA8"	46	43	59	32	34	47
"PLIN2"	4559	9052	13149	7962	4558	4943
"DENND4C"	3927	3679	5026	2161	3114	4535
"RPS6"	50685	91732	119813	71462	29061	56239
"ACER2"	379	548	676	272	281	437
"SLC24A2"	0	0	7	0	15	1
"MLLT3"	5128	6310	9267	5062	4513	5707
"MIR4473"	8	6	7	1	4	7
"MIR4474"	2	1	0	0	0	2
"FOCAD"	1558	1897	3461	1084	1180	1916
"FOCAD-AS1"	6	7	10	3	2	9
"MIR491"	5	3	10	6	3	2
"HACD4"	226	353	524	182	182	263
"IFNB1"	2	4	2	0	1	3
"IFNW1"	0	0	0	0	4	1
"IFNA21"	1	0	0	0	2	0
"IFNA4"	0	0	2	0	1	0
"IFNA7"	0	0	0	0	1	0
"IFNA10"	0	0	0	0	0	0
"IFNA16"	0	0	0	0	0	0
"IFNA17"	0	0	0	0	0	0
"IFNA14"	0	0	0	0	0	0
"IFNA22P"	0	0	0	0	1	0
"IFNA5"	0	1	0	0	4	0
"KLHL9"	1995	3251	3712	2465	2260	2468
"IFNA6"	0	0	0	0	1	1
"IFNA13"	0	0	0	0	2	0
"IFNA2"	0	0	0	0	2	0
"IFNA8"	0	1	1	0	0	0
"IFNA1"	0	0	0	0	0	0
"MIR31HG"	0	0	0	0	3	0
"IFNE"	0	0	1	0	6	0
"MIR31"	0	0	0	0	0	0
"MTAP"	2416	1707	3377	1010	951	2272
"CDKN2A-AS1"	1	0	0	0	0	0
"CDKN2A"	85	359	313	189	143	92
"CDKN2B-AS1"	91	232	190	163	174	109
"CDKN2B"	243	342	210	211	377	199
"DMRTA1"	0	0	0	0	4	1
"LINC01239"	0	0	0	0	10	1
"LOC101929563"	0	1	0	0	15	1
"ELAVL2"	3	2	5	5	13	3
"IZUMO3"	0	0	0	0	7	0
"TUSC1"	168	230	230	175	129	162
"LINC01241"	0	0	3	0	5	0
"LOC100506422"	0	0	3	0	5	0
"CAAP1"	1200	1441	1834	876	968	1184
"PLAA"	3219	5045	6076	3859	3566	3496
"IFT74"	902	1184	1534	1171	1040	1108
"IFT74-AS1"	2	8	7	14	7	5
"LRRC19"	112	99	118	38	150	167
"TEK"	0	1	10	3	10	2
"LINC00032"	6	0	9	3	4	0
"EQTN"	3	0	3	0	3	3
"MOB3B"	291	79	206	122	40	85
"IFNK"	42	6	5	9	3	14
"C9orf72"	402	557	537	500	495	426
"LINGO2"	0	0	0	0	6	0
"MIR876"	0	0	0	0	0	0
"MIR873"	0	0	0	0	0	0
