molecule_chembl_id,stdInChiKey,formula,STATUS,pIC50,MW,LogP,nHAcc,nHDon,smiles,preferredCompoundName
CHEMBL419068,ZDRYUNURXIELMP-VMPREFPWSA-N,C33H42N4O4,inactive,8.769551078621726,558.7230000000002,4.789500000000004,6,2,CC(C)C[C@H](N(C)Cc1cccnc1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
CHEMBL69748,TTXYCQNBIYJCPN-KYJUHHDHSA-N,C34H42ClN3O4,inactive,9.0,592.1800000000002,6.0479000000000065,5,2,CC(C)C[C@H](N(C)Cc1cccc(Cl)c1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
CHEMBL307098,JLYJMHQUIUPIOV-KYJUHHDHSA-N,C34H43N3O5,inactive,9.0,573.7340000000003,5.100100000000006,6,3,CC(C)C[C@H](N(C)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
CHEMBL66001,MNFBAYCPPKGRMJ-ACHIHNKUSA-N,C36H47N3O4,inactive,8.721246399047171,585.7890000000003,5.827100000000006,5,2,CC(C)C[C@H](N(C)CCCc1ccccc1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
CHEMBL419253,JIDSTTNPFKBEDP-CONSDPRKSA-N,C35H45N3O4,inactive,8.769551078621726,571.7620000000003,5.437000000000006,5,2,CC(C)C[C@H](N(C)CCc1ccccc1)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C,-
CHEMBL171817,AISIALODNZSDFP-NRFANRHFSA-N,C23H35NO4S,inactive,8.920818753952375,421.60300000000024,4.582800000000004,5,1,COc1ccc(COC(=O)[C@H](CSCC2CCCCC2)NC(=O)CC(C)C)cc1,-
CHEMBL171526,KOQGGGZFCVKAOK-KRWDZBQOSA-N,C18H27NO3S,inactive,8.236572006437061,337.4850000000001,3.3792000000000026,5,1,COc1ccc(COC(=O)[C@@H](N)CSCC2CCCCC2)cc1,-
CHEMBL424169,ZKUCECSKVYRNEE-QHCPKHFHSA-N,C25H37NO4S,inactive,8.886056647693161,447.64100000000036,5.117000000000004,5,1,COc1ccc(COC(=O)[C@H](CSCC2CCCCC2)NC(=O)C3CCCCC3)cc1,-
CHEMBL366890,SDNYIXQEVDNMRR-ZEQRLZLVSA-N,C28H42N2O6S,inactive,9.05551732784983,534.7190000000005,4.936200000000005,7,1,COc1ccc(COC(=O)[C@H](CSCC2CCCCC2)NC(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C)cc1,-
CHEMBL170403,BPEYIOCYFULLJL-QFIPXVFZSA-N,C24H35NO4S,inactive,9.036212172654443,433.6140000000003,4.726900000000004,5,1,COc1ccc(COC(=O)[C@H](CSCC2CCCCC2)NC(=O)C3CCCC3)cc1,-
CHEMBL176918,GSRNMYVDMFZIPQ-PMACEKPBSA-N,C22H32N2O4S2,inactive,8.568636235841014,452.6420000000002,3.199200000000001,7,2,COc1ccc(COC(=O)[C@H](CSCC2CCCCC2)NC(=O)[C@@H]3CSCN3)cc1,-
CHEMBL173582,CMHCLXQVGOSSQM-FQEVSTJZSA-N,C22H28N2O4S2,inactive,8.721246399047171,448.6100000000002,4.307000000000004,7,1,COc1ccc(COC(=O)[C@H](CSCC2CCCCC2)NC(=O)c3cscn3)cc1,-
CHEMBL177237,LHJDLZYPKPNPHM-VXKWHMMOSA-N,C26H39N3O5S2,inactive,8.744727494896694,537.7480000000005,4.1167000000000025,7,3,CC(C)(C)OC(=O)N1CSC[C@H]1C(=O)N[C@@H](CSCC2CCCCC2)C(=O)NCc3ccc(O)cc3,-
